"Date","Home","Away","Result","Score_Home","Score_Away","Odds_Home","Odds_Draw","Odds_Away","Division","Season","Coming5","IsPlayed"
2018-12-18,"Fortuna Dusseldorf","Dortmund","H",2,1,6.5,4.5,1.44,"Bundesliga",2019,0,1
2018-12-18,"Hertha","Augsburg","D",2,2,2.2,3.4,3.25,"Bundesliga",2019,0,1
2018-12-18,"M'gladbach","Nurnberg","H",2,0,1.33,5.25,8,"Bundesliga",2019,0,1
2018-12-17,"Derby","Nott'm Forest","D",0,0,2.04,3.5,3.9,"Championship",2019,0,1
2018-12-16,"Ein Frankfurt","Leverkusen","H",2,1,2.4,3.6,2.8,"Bundesliga",2019,0,1
2018-12-16,"RB Leipzig","Mainz","H",4,1,1.5,4.5,6.5,"Bundesliga",2019,0,1
2018-12-16,"Liverpool","Man United","H",3,1,1.55,4.33,6.75,"Premier League",2019,0,1
2018-12-16,"Southampton","Arsenal","H",3,2,4.4,4.1,1.8,"Premier League",2019,0,1
2018-12-16,"Brighton","Chelsea","A",1,2,8,4.75,1.44,"Premier League",2019,0,1
2018-12-15,"Dortmund","Werder Bremen","H",2,1,1.33,5.5,9,"Bundesliga",2019,0,1
2018-12-15,"Stuttgart","Hertha","H",2,1,2.7,3.4,2.62,"Bundesliga",2019,0,1
2018-12-15,"Augsburg","Schalke 04","D",1,1,2.54,3.3,2.75,"Bundesliga",2019,0,1
2018-12-15,"Hannover","Bayern Munich","A",0,4,13,7.5,1.2,"Bundesliga",2019,0,1
2018-12-15,"Hoffenheim","M'gladbach","D",0,0,1.83,4.33,3.6,"Bundesliga",2019,0,1
2018-12-15,"Fortuna Dusseldorf","Freiburg","H",2,0,2.62,3.4,2.7,"Bundesliga",2019,0,1
2018-12-15,"Bristol City","Norwich","D",2,2,2.7,3.3,2.8,"Championship",2019,0,1
2018-12-15,"Blackburn","Birmingham","D",2,2,2.45,3.3,3.2,"Championship",2019,0,1
2018-12-15,"QPR","Middlesbrough","H",2,1,3,3.3,2.54,"Championship",2019,0,1
2018-12-15,"Bolton","Leeds","A",0,1,6.25,3.9,1.64,"Championship",2019,0,1
2018-12-15,"Rotherham","Reading","D",1,1,2.04,3.7,3.75,"Championship",2019,0,1
2018-12-15,"Swansea","Sheffield Weds","H",2,1,1.64,4.2,5.5,"Championship",2019,0,1
2018-12-15,"Hull","Brentford","H",2,0,2.8,3.6,2.54,"Championship",2019,0,1
2018-12-15,"Ipswich","Wigan","H",1,0,3.1,3.25,2.54,"Championship",2019,0,1
2018-12-15,"Aston Villa","Stoke","D",2,2,2.1,3.6,3.75,"Championship",2019,0,1
2018-12-15,"Preston","Millwall","H",3,2,2.2,3.4,3.6,"Championship",2019,0,1
2018-12-15,"Fulham","West Ham","A",0,2,3,3.5,2.45,"Premier League",2019,0,1
2018-12-15,"Crystal Palace","Leicester","H",1,0,2.7,3.25,2.87,"Premier League",2019,0,1
2018-12-15,"Watford","Cardiff","H",3,2,1.7,3.8,5.75,"Premier League",2019,0,1
2018-12-15,"Wolves","Bournemouth","H",2,0,2.1,3.4,3.9,"Premier League",2019,0,1
2018-12-15,"Huddersfield","Norrkoping","A",0,1,2.62,3,3.2,"Premier League",2019,0,1
2018-12-15,"Tottenham","Burnley","H",1,0,1.18,8,19,"Premier League",2019,0,1
2018-12-15,"Man City","Everton","H",3,1,1.22,7.5,13,"Premier League",2019,0,1
2018-12-14,"Nurnberg","Wolfsburg","A",0,2,3.6,3.5,2.04,"Bundesliga",2019,0,1
2018-12-14,"Sheffield United","West Brom","A",1,2,2.2,3.6,3.4,"Championship",2019,0,1
2018-12-10,"Everton","Watford","D",2,2,1.7,3.9,5.5,"Premier League",2019,0,1
2018-12-09,"M'gladbach","Stuttgart","H",3,0,1.5,4.2,6,"Bundesliga",2019,0,1
2018-12-09,"Mainz","Hannover","D",1,1,1.83,3.6,4.33,"Bundesliga",2019,0,1
2018-12-09,"Norrkoping","Wolves","A",1,2,2.8,3.1,2.87,"Premier League",2019,0,1
2018-12-08,"Hertha","Ein Frankfurt","H",1,0,2.54,3.5,2.75,"Bundesliga",2019,0,1
2018-12-08,"Freiburg","RB Leipzig","H",3,0,4.5,4,1.75,"Bundesliga",2019,0,1
2018-12-08,"Wolfsburg","Hoffenheim","D",2,2,3.2,3.6,2.14,"Bundesliga",2019,0,1
2018-12-08,"Bayern Munich","Nurnberg","H",3,0,1.08,11,34,"Bundesliga",2019,0,1
2018-12-08,"Schalke 04","Dortmund","A",1,2,3.4,3.5,2.14,"Bundesliga",2019,0,1
2018-12-08,"Leverkusen","Augsburg","H",1,0,1.7,4,4.75,"Bundesliga",2019,0,1
2018-12-08,"Reading","Sheffield United","A",0,2,5,4,1.72,"Championship",2019,0,1
2018-12-08,"Birmingham","Bristol City","A",0,1,2.3,3.3,3.5,"Championship",2019,0,1
2018-12-08,"Sheffield Weds","Rotherham","D",2,2,2.14,3.5,3.6,"Championship",2019,0,1
2018-12-08,"Brentford","Swansea","A",2,3,2.1,3.6,3.7,"Championship",2019,0,1
2018-12-08,"Leeds","QPR","H",2,1,1.75,3.8,5.25,"Championship",2019,0,1
2018-12-08,"Stoke","Ipswich","H",2,0,1.44,4.33,9,"Championship",2019,0,1
2018-12-08,"Middlesbrough","Blackburn","D",1,1,1.75,3.6,5.75,"Championship",2019,0,1
2018-12-08,"Millwall","Hull","D",2,2,2.1,3.6,3.7,"Championship",2019,0,1
2018-12-08,"Wigan","Derby","A",0,1,3.1,3.4,2.45,"Championship",2019,0,1
2018-12-08,"Norwich","Bolton","H",3,2,1.4,4.75,10,"Championship",2019,0,1
2018-12-08,"Nott'm Forest","Preston","A",0,1,2.04,3.5,3.9,"Championship",2019,0,1
2018-12-08,"Leicester","Tottenham","A",0,2,4.2,3.7,1.95,"Premier League",2019,0,1
2018-12-08,"Chelsea","Man City","H",2,0,3.6,3.5,2.14,"Premier League",2019,0,1
2018-12-08,"Arsenal","Huddersfield","H",1,0,1.28,6,13,"Premier League",2019,0,1
2018-12-08,"Man United","Fulham","H",4,1,1.4,5,9,"Premier League",2019,0,1
2018-12-08,"Burnley","Brighton","H",1,0,2.87,3.1,2.8,"Premier League",2019,0,1
2018-12-08,"West Ham","Crystal Palace","H",3,2,2.25,3.4,3.5,"Premier League",2019,0,1
2018-12-08,"Cardiff","Southampton","H",1,0,3.3,3.3,2.4,"Premier League",2019,0,1
2018-12-08,"Bournemouth","Liverpool","A",0,4,7,4.6,1.5,"Premier League",2019,0,1
2018-12-07,"Werder Bremen","Fortuna Dusseldorf","H",3,1,1.8,3.9,4.33,"Bundesliga",2019,0,1
2018-12-07,"West Brom","Aston Villa","D",2,2,2.37,3.7,3,"Championship",2019,0,1
2018-12-05,"Tottenham","Southampton","H",3,1,1.4,5,9,"Premier League",2019,0,1
2018-12-05,"Man United","Arsenal","D",2,2,2.35,3.6,3.1,"Premier League",2019,0,1
2018-12-05,"Everton","Norrkoping","D",1,1,1.53,4.2,7.5,"Premier League",2019,0,1
2018-12-05,"Burnley","Liverpool","A",1,3,14,5.75,1.28,"Premier League",2019,0,1
2018-12-05,"Fulham","Leicester","D",1,1,2.87,3.4,2.62,"Premier League",2019,0,1
2018-12-05,"Wolves","Chelsea","H",2,1,5.5,3.75,1.72,"Premier League",2019,0,1
2018-12-04,"Watford","Man City","A",1,2,9,5.5,1.36,"Premier League",2019,0,1
2018-12-04,"West Ham","Cardiff","H",3,1,1.66,4,5.75,"Premier League",2019,0,1
2018-12-04,"Bournemouth","Huddersfield","H",2,1,1.66,3.9,5.8,"Premier League",2019,0,1
2018-12-04,"Brighton","Crystal Palace","H",3,1,2.87,3.1,2.8,"Premier League",2019,0,1
2018-12-03,"Nurnberg","Leverkusen","D",1,1,5,4,1.64,"Bundesliga",2019,0,1
2018-12-03,"West Brom","Brentford","D",1,1,1.85,3.9,4.33,"Championship",2019,0,1
2018-12-02,"Ein Frankfurt","Wolfsburg","A",1,2,1.9,3.75,3.8,"Bundesliga",2019,0,1
2018-12-02,"RB Leipzig","M'gladbach","H",2,0,1.72,4.2,4.33,"Bundesliga",2019,0,1
2018-12-02,"Bristol City","Millwall","D",1,1,2.04,3.4,4.1,"Championship",2019,0,1
2018-12-02,"Liverpool","Everton","H",1,0,1.44,4.5,8.5,"Premier League",2019,0,1
2018-12-02,"Arsenal","Tottenham","H",4,2,2.87,3.6,2.5,"Premier League",2019,0,1
2018-12-02,"Chelsea","Fulham","H",2,0,1.2,7.5,17,"Premier League",2019,0,1
2018-12-01,"Hoffenheim","Schalke 04","D",1,1,1.75,4,4.33,"Bundesliga",2019,0,1
2018-12-01,"Hannover","Hertha","A",0,2,2.62,3.4,2.62,"Bundesliga",2019,0,1
2018-12-01,"Dortmund","Freiburg","H",2,0,1.33,5.25,9,"Bundesliga",2019,0,1
2018-12-01,"Stuttgart","Augsburg","H",1,0,2.54,3.4,2.8,"Bundesliga",2019,0,1
2018-12-01,"Werder Bremen","Bayern Munich","A",1,2,8,5.5,1.33,"Bundesliga",2019,0,1
2018-12-01,"Middlesbrough","Aston Villa","A",0,3,2.1,3.4,3.9,"Championship",2019,0,1
2018-12-01,"Norwich","Rotherham","H",3,1,1.44,4.6,8.5,"Championship",2019,0,1
2018-12-01,"Birmingham","Preston","H",3,0,2.45,3.25,3.25,"Championship",2019,0,1
2018-12-01,"Nott'm Forest","Ipswich","H",2,0,1.7,3.6,6.25,"Championship",2019,0,1
2018-12-01,"Blackburn","Sheffield Weds","H",4,2,2.14,3.4,3.75,"Championship",2019,0,1
2018-12-01,"QPR","Hull","A",2,3,2,3.5,4.2,"Championship",2019,0,1
2018-12-01,"Bolton","Wigan","D",1,1,3.3,3.25,2.4,"Championship",2019,0,1
2018-12-01,"Reading","Stoke","D",2,2,4.2,3.6,1.95,"Championship",2019,0,1
2018-12-01,"Derby","Swansea","H",2,1,1.95,3.5,4.33,"Championship",2019,0,1
2018-12-01,"Sheffield United","Leeds","A",0,1,2.3,3.5,3.25,"Championship",2019,0,1
2018-12-01,"Southampton","Man United","D",2,2,4,3.3,2.1,"Premier League",2019,0,1
2018-12-01,"Leicester","Watford","H",2,0,2.37,3.3,3.3,"Premier League",2019,0,1
2018-12-01,"Man City","Bournemouth","H",3,1,1.11,11,26,"Premier League",2019,0,1
2018-12-01,"Norrkoping","West Ham","A",0,3,2.5,3.4,3,"Premier League",2019,0,1
2018-12-01,"Crystal Palace","Burnley","H",2,0,1.55,4,7.5,"Premier League",2019,0,1
2018-12-01,"Huddersfield","Brighton","A",1,2,2.5,2.9,3.6,"Premier League",2019,0,1
2018-11-30,"Fortuna Dusseldorf","Mainz","A",0,1,2.7,3.3,2.6,"Bundesliga",2019,0,1
2018-11-30,"Cardiff","Wolves","H",2,1,3.8,3.25,2.2,"Premier League",2019,0,1
2018-11-28,"Stoke","Derby","H",2,1,2.4,3.3,3.25,"Championship",2019,0,1
2018-11-28,"Aston Villa","Nott'm Forest","D",5,5,2,3.5,4.2,"Championship",2019,0,1
2018-11-28,"Ipswich","Bristol City","A",2,3,3.4,3.1,2.45,"Championship",2019,0,1
2018-11-28,"Swansea","West Brom","A",1,2,2.9,3.4,2.6,"Championship",2019,0,1
2018-11-28,"Millwall","Birmingham","A",0,2,2.2,3.4,3.6,"Championship",2019,0,1
2018-11-28,"Wigan","Blackburn","H",3,1,2.7,3.2,2.9,"Championship",2019,0,1
2018-11-27,"Brentford","Sheffield United","A",2,3,2.6,3.5,2.8,"Championship",2019,0,1
2018-11-27,"Preston","Middlesbrough","D",1,1,3,3.2,2.62,"Championship",2019,0,1
2018-11-27,"Hull","Norwich","D",0,0,3.7,3.6,2.1,"Championship",2019,0,1
2018-11-27,"Sheffield Weds","Bolton","H",1,0,2.04,3.4,4.2,"Championship",2019,0,1
2018-11-27,"Leeds","Reading","H",1,0,1.4,4.75,10,"Championship",2019,0,1
2018-11-27,"Rotherham","QPR","D",2,2,3.1,3.3,2.5,"Championship",2019,0,1
2018-11-26,"Burnley","Norrkoping","A",1,2,3,3.2,2.62,"Premier League",2019,0,1
2018-11-25,"Brommapojkarna","AFC Eskilstuna","A",NA,NA,2.38,3.01,3.18,"Allsvenskan",2018,0,1
2018-11-25,"M'gladbach","Hannover","H",4,1,1.4,4.5,8,"Bundesliga",2019,0,1
2018-11-25,"Freiburg","Werder Bremen","D",1,1,2.7,3.3,2.62,"Bundesliga",2019,0,1
2018-11-25,"Aston Villa","Birmingham","H",4,2,1.9,3.5,4.75,"Championship",2019,0,1
2018-11-25,"Wolves","Huddersfield","A",0,2,1.61,3.7,7.5,"Premier League",2019,0,1
2018-11-25,"Bournemouth","Arsenal","A",1,2,3.5,3.7,2.14,"Premier League",2019,0,1
2018-11-24,"Schalke 04","Nurnberg","H",5,2,1.5,4,7.5,"Bundesliga",2019,0,1
2018-11-24,"Wolfsburg","RB Leipzig","H",1,0,3.2,3.5,2.2,"Bundesliga",2019,0,1
2018-11-24,"Hertha","Hoffenheim","D",3,3,3.5,3.8,1.95,"Bundesliga",2019,0,1
2018-11-24,"Augsburg","Ein Frankfurt","A",1,3,2.75,3.5,2.45,"Bundesliga",2019,0,1
2018-11-24,"Bayern Munich","Fortuna Dusseldorf","D",3,3,1.08,11,26,"Bundesliga",2019,0,1
2018-11-24,"Mainz","Dortmund","A",1,2,5.75,4,1.57,"Bundesliga",2019,0,1
2018-11-24,"Brentford","Middlesbrough","A",1,2,2.5,3.25,3.2,"Championship",2019,0,1
2018-11-24,"Swansea","Norwich","A",1,4,2.5,3.4,3,"Championship",2019,0,1
2018-11-24,"Leeds","Bristol City","H",2,0,1.83,3.75,4.75,"Championship",2019,0,1
2018-11-24,"Wigan","Reading","D",0,0,1.8,3.8,4.75,"Championship",2019,0,1
2018-11-24,"Millwall","Bolton","D",1,1,1.64,3.75,6.5,"Championship",2019,0,1
2018-11-24,"Preston","Blackburn","H",4,1,2.2,3.5,3.5,"Championship",2019,0,1
2018-11-24,"Sheffield Weds","Derby","A",1,2,3.7,3.6,2.1,"Championship",2019,0,1
2018-11-24,"Hull","Nott'm Forest","A",0,2,2.62,3.3,2.9,"Championship",2019,0,1
2018-11-24,"Stoke","QPR","D",2,2,2,3.5,4.2,"Championship",2019,0,1
2018-11-24,"Rotherham","Sheffield United","D",2,2,5.25,3.8,1.75,"Championship",2019,0,1
2018-11-24,"Tottenham","Chelsea","H",3,1,3.1,3.4,2.45,"Premier League",2019,0,1
2018-11-24,"Everton","Cardiff","H",1,0,1.4,4.75,10,"Premier League",2019,0,1
2018-11-24,"Brighton","Leicester","D",1,1,2.9,3.2,2.7,"Premier League",2019,0,1
2018-11-24,"Fulham","Southampton","H",3,2,2.75,3.3,2.8,"Premier League",2019,0,1
2018-11-24,"Man United","Crystal Palace","D",0,0,1.4,5,9,"Premier League",2019,0,1
2018-11-24,"Watford","Liverpool","A",0,3,6,4.5,1.57,"Premier League",2019,0,1
2018-11-24,"West Ham","Man City","A",0,4,15,7,1.22,"Premier League",2019,0,1
2018-11-23,"Leverkusen","Stuttgart","H",2,0,1.44,4.75,6,"Bundesliga",2019,0,1
2018-11-23,"Ipswich","West Brom","A",1,2,4.5,3.6,1.9,"Championship",2019,0,1
2018-11-22,"AFC Eskilstuna","Brommapojkarna","A",NA,NA,2.31,3,3.34,"Allsvenskan",2018,0,1
2018-11-11,"Brommapojkarna","Trelleborgs","H",NA,NA,1.39,5.05,7.01,"Allsvenskan",2018,0,1
2018-11-11,"Djurgarden","Sirius","H",NA,NA,1.43,4.73,6.72,"Allsvenskan",2018,0,1
2018-11-11,"Hacken","Norrkoping","A",NA,NA,2.57,3.64,2.53,"Allsvenskan",2018,0,1
2018-11-11,"Kalmar","AIK","A",NA,NA,5.04,3.22,1.82,"Allsvenskan",2018,0,1
2018-11-11,"Malmo FF","Elfsborg","H",NA,NA,1.17,7.29,14.39,"Allsvenskan",2018,0,1
2018-11-11,"Orebro","Goteborg","A",NA,NA,2.01,3.66,3.45,"Allsvenskan",2018,0,1
2018-11-11,"Ostersunds","Hammarby","D",NA,NA,4.16,3.94,1.77,"Allsvenskan",2018,0,1
2018-11-11,"Sundsvall","Dalkurd","A",NA,NA,1.85,3.83,3.88,"Allsvenskan",2018,0,1
2018-11-11,"Ein Frankfurt","Schalke 04","H",3,0,2.3,3.3,3.2,"Bundesliga",2019,0,1
2018-11-11,"RB Leipzig","Leverkusen","H",3,0,1.85,4,3.8,"Bundesliga",2019,0,1
2018-11-11,"Arsenal","Wolves","D",1,1,1.64,4.2,5.5,"Premier League",2019,0,1
2018-11-11,"Man City","Man United","H",3,1,1.36,5.5,9,"Premier League",2019,0,1
2018-11-11,"Chelsea","Everton","D",0,0,1.4,5,9,"Premier League",2019,0,1
2018-11-11,"Liverpool","Fulham","H",2,0,1.1,12,29,"Premier League",2019,0,1
2018-11-10,"Dortmund","Bayern Munich","H",3,2,3.4,3.8,2,"Bundesliga",2019,0,1
2018-11-10,"Werder Bremen","M'gladbach","A",1,3,2.3,3.75,2.8,"Bundesliga",2019,0,1
2018-11-10,"Freiburg","Mainz","A",1,3,2.14,3.25,3.5,"Bundesliga",2019,0,1
2018-11-10,"Hoffenheim","Augsburg","H",2,1,1.53,4.5,5.5,"Bundesliga",2019,0,1
2018-11-10,"Fortuna Dusseldorf","Hertha","H",4,1,3.25,3.6,2.14,"Bundesliga",2019,0,1
2018-11-10,"Nurnberg","Stuttgart","A",0,2,2.37,3.4,3,"Bundesliga",2019,0,1
2018-11-10,"West Brom","Leeds","H",4,1,2.75,3.4,2.75,"Championship",2019,0,1
2018-11-10,"Bristol City","Preston","A",0,1,2.1,3.5,3.75,"Championship",2019,0,1
2018-11-10,"Birmingham","Hull","D",3,3,2.14,3.3,3.9,"Championship",2019,0,1
2018-11-10,"Blackburn","Rotherham","D",1,1,1.75,3.75,5.25,"Championship",2019,0,1
2018-11-10,"QPR","Brentford","H",3,2,3.2,3.5,2.3,"Championship",2019,0,1
2018-11-10,"Bolton","Swansea","A",0,1,4,3.4,2.1,"Championship",2019,0,1
2018-11-10,"Reading","Ipswich","D",2,2,2.35,3.25,3.4,"Championship",2019,0,1
2018-11-10,"Derby","Aston Villa","A",0,3,2.1,3.5,3.8,"Championship",2019,0,1
2018-11-10,"Middlesbrough","Wigan","H",2,0,1.61,3.9,6.5,"Championship",2019,0,1
2018-11-10,"Norwich","Millwall","H",4,3,1.8,3.8,4.75,"Championship",2019,0,1
2018-11-10,"Nott'm Forest","Stoke","D",0,0,2.6,3.3,3,"Championship",2019,0,1
2018-11-10,"Crystal Palace","Tottenham","A",0,1,4.8,4,1.75,"Premier League",2019,0,1
2018-11-10,"Huddersfield","West Ham","D",1,1,3.4,3.4,2.3,"Premier League",2019,0,1
2018-11-10,"Leicester","Burnley","D",0,0,1.5,4.33,8,"Premier League",2019,0,1
2018-11-10,"Norrkoping","Bournemouth","H",2,1,3,3.4,2.5,"Premier League",2019,0,1
2018-11-10,"Southampton","Watford","D",1,1,2.37,3.4,3.2,"Premier League",2019,0,1
2018-11-10,"Cardiff","Brighton","H",2,1,2.5,3.1,3.3,"Premier League",2019,0,1
2018-11-09,"Hannover","Wolfsburg","H",2,1,2.87,3.3,2.4,"Bundesliga",2019,0,1
2018-11-09,"Sheffield United","Sheffield Weds","D",0,0,1.53,4.33,7,"Championship",2019,0,1
2018-11-05,"Dalkurd","Djurgarden","A",NA,NA,3.61,3.62,1.98,"Allsvenskan",2018,0,1
2018-11-05,"Elfsborg","Brommapojkarna","A",NA,NA,1.71,4.12,4.36,"Allsvenskan",2018,0,1
2018-11-05,"Sirius","Kalmar","D",NA,NA,2.48,3.48,2.71,"Allsvenskan",2018,0,1
2018-11-05,"Trelleborgs","Ostersunds","A",NA,NA,3.99,3.96,1.8,"Allsvenskan",2018,0,1
2018-11-05,"Huddersfield","Fulham","H",1,0,2.3,3.4,3.4,"Premier League",2019,0,1
2018-11-04,"Goteborg","Malmo FF","A",NA,NA,6.56,4.68,1.44,"Allsvenskan",2018,0,1
2018-11-04,"Norrkoping","Orebro","H",NA,NA,1.33,5.18,8.8,"Allsvenskan",2018,0,1
2018-11-04,"AIK","Sundsvall","D",NA,NA,1.33,4.96,9.09,"Allsvenskan",2018,0,1
2018-11-04,"Hammarby","Hacken","H",NA,NA,2.55,3.48,2.64,"Allsvenskan",2018,0,1
2018-11-04,"Mainz","Werder Bremen","H",2,1,2.8,3.4,2.4,"Bundesliga",2019,0,1
2018-11-04,"M'gladbach","Fortuna Dusseldorf","H",3,0,1.4,4.5,7.5,"Bundesliga",2019,0,1
2018-11-04,"Wigan","Leeds","A",1,2,3.75,3.4,2.14,"Championship",2019,0,1
2018-11-04,"Chelsea","Crystal Palace","H",3,1,1.33,5.75,9.5,"Premier League",2019,0,1
2018-11-04,"Man City","Southampton","H",6,1,1.11,11,29,"Premier League",2019,0,1
2018-11-03,"Hertha","RB Leipzig","A",0,3,3.2,3.5,2.2,"Bundesliga",2019,0,1
2018-11-03,"Schalke 04","Hannover","H",3,1,1.55,4,6.5,"Bundesliga",2019,0,1
2018-11-03,"Wolfsburg","Dortmund","A",0,1,3.5,3.6,2.04,"Bundesliga",2019,0,1
2018-11-03,"Leverkusen","Hoffenheim","A",1,4,2.3,3.8,2.8,"Bundesliga",2019,0,1
2018-11-03,"Bayern Munich","Freiburg","D",1,1,1.11,10,21,"Bundesliga",2019,0,1
2018-11-03,"Augsburg","Nurnberg","D",2,2,1.61,4,5.5,"Bundesliga",2019,0,1
2018-11-03,"Stoke","Middlesbrough","D",0,0,2.54,3.1,3.2,"Championship",2019,0,1
2018-11-03,"Rotherham","Swansea","H",2,1,3.6,3.4,2.2,"Championship",2019,0,1
2018-11-03,"Sheffield Weds","Norwich","A",0,4,3.3,3.5,2.3,"Championship",2019,0,1
2018-11-03,"Ipswich","Preston","D",1,1,3.5,3.4,2.25,"Championship",2019,0,1
2018-11-03,"Reading","Bristol City","H",3,2,3.5,3.4,2.25,"Championship",2019,0,1
2018-11-03,"Blackburn","QPR","H",1,0,2.37,3.3,3,"Championship",2019,0,1
2018-11-03,"Brentford","Millwall","H",2,0,1.95,3.6,4.2,"Championship",2019,0,1
2018-11-03,"Derby","Birmingham","H",3,1,2,3.5,4.2,"Championship",2019,0,1
2018-11-03,"Hull","West Brom","H",1,0,3.2,3.6,2.3,"Championship",2019,0,1
2018-11-03,"Nott'm Forest","Sheffield United","H",1,0,3,3.4,2.5,"Championship",2019,0,1
2018-11-03,"Wolves","Tottenham","A",2,3,3.2,3.4,2.37,"Premier League",2019,0,1
2018-11-03,"Arsenal","Liverpool","D",1,1,4,4,1.9,"Premier League",2019,0,1
2018-11-03,"West Ham","Burnley","H",4,2,1.64,3.9,6,"Premier League",2019,0,1
2018-11-03,"Cardiff","Leicester","A",0,1,3.4,3.4,2.3,"Premier League",2019,0,1
2018-11-03,"Everton","Brighton","H",3,1,1.57,4,7,"Premier League",2019,0,1
2018-11-03,"Norrkoping","Watford","H",1,0,2.8,3.25,2.75,"Premier League",2019,0,1
2018-11-03,"Bournemouth","Man United","A",1,2,3.9,3.75,2,"Premier League",2019,0,1
2018-11-02,"Stuttgart","Ein Frankfurt","A",0,3,2.87,3.5,2.37,"Bundesliga",2019,0,1
2018-11-02,"Aston Villa","Bolton","H",2,0,1.44,4.5,8.5,"Championship",2019,0,1
2018-11-01,"Malmo FF","Orebro","H",NA,NA,1.31,5.33,9.52,"Allsvenskan",2018,0,1
2018-11-01,"Ostersunds","AIK","A",NA,NA,4.77,3.63,1.74,"Allsvenskan",2018,0,1
2018-10-31,"Brommapojkarna","Norrkoping","A",NA,NA,7.5,5.12,1.37,"Allsvenskan",2018,0,1
2018-10-31,"Djurgarden","Goteborg","H",NA,NA,1.56,4.05,5.91,"Allsvenskan",2018,0,1
2018-10-31,"Hacken","Sirius","H",NA,NA,1.27,5.85,10.24,"Allsvenskan",2018,0,1
2018-10-31,"Kalmar","Trelleborgs","H",NA,NA,1.44,4.64,6.58,"Allsvenskan",2018,0,1
2018-10-31,"Sundsvall","Hammarby","A",NA,NA,3.2,3.71,2.1,"Allsvenskan",2018,0,1
2018-10-30,"Elfsborg","Dalkurd","D",NA,NA,1.56,4.09,5.75,"Allsvenskan",2018,0,1
2018-10-29,"AIK","Malmo FF","D",NA,NA,2.29,3.11,3.32,"Allsvenskan",2018,0,1
2018-10-29,"Tottenham","Man City","A",0,1,5.25,4.2,1.66,"Premier League",2019,0,1
2018-10-28,"Hammarby","Kalmar","D",NA,NA,1.36,4.95,8.41,"Allsvenskan",2018,0,1
2018-10-28,"Orebro","Djurgarden","D",NA,NA,3.18,3.47,2.19,"Allsvenskan",2018,0,1
2018-10-28,"Norrkoping","Ostersunds","H",NA,NA,1.62,3.93,5.46,"Allsvenskan",2018,0,1
2018-10-28,"Sirius","Brommapojkarna","H",NA,NA,1.82,3.72,4.23,"Allsvenskan",2018,0,1
2018-10-28,"Werder Bremen","Leverkusen","A",2,6,2.35,3.6,2.87,"Bundesliga",2019,0,1
2018-10-28,"RB Leipzig","Schalke 04","D",0,0,1.8,3.7,4.5,"Bundesliga",2019,0,1
2018-10-28,"Nurnberg","Ein Frankfurt","D",1,1,4,3.75,1.9,"Bundesliga",2019,0,1
2018-10-28,"Man United","Everton","H",2,1,1.8,3.7,5,"Premier League",2019,0,1
2018-10-28,"Burnley","Chelsea","A",0,4,11,4.8,1.36,"Premier League",2019,0,1
2018-10-28,"Crystal Palace","Arsenal","D",2,2,4.75,4.2,1.72,"Premier League",2019,0,1
2018-10-27,"Dalkurd","Hacken","A",NA,NA,5.22,3.97,1.63,"Allsvenskan",2018,0,1
2018-10-27,"Hoffenheim","Stuttgart","H",4,0,1.5,4.75,6,"Bundesliga",2019,0,1
2018-10-27,"Fortuna Dusseldorf","Wolfsburg","A",0,3,3.25,3.5,2.2,"Bundesliga",2019,0,1
2018-10-27,"Dortmund","Hertha","D",2,2,1.5,4.33,6.5,"Bundesliga",2019,0,1
2018-10-27,"Hannover","Augsburg","A",1,2,2.37,3.4,2.87,"Bundesliga",2019,0,1
2018-10-27,"Mainz","Bayern Munich","A",1,2,15,7,1.2,"Bundesliga",2019,0,1
2018-10-27,"Leeds","Nott'm Forest","D",1,1,1.8,3.8,4.75,"Championship",2019,0,1
2018-10-27,"Preston","Rotherham","D",1,1,1.66,3.8,6,"Championship",2019,0,1
2018-10-27,"Millwall","Ipswich","H",3,0,1.64,4.1,5.75,"Championship",2019,0,1
2018-10-27,"Norwich","Brentford","H",1,0,2.4,3.5,3.1,"Championship",2019,0,1
2018-10-27,"Birmingham","Sheffield Weds","H",3,1,1.95,3.4,4.5,"Championship",2019,0,1
2018-10-27,"Bolton","Hull","A",0,1,2.9,3.3,2.62,"Championship",2019,0,1
2018-10-27,"Bristol City","Stoke","A",0,1,2.7,3.25,2.87,"Championship",2019,0,1
2018-10-27,"Sheffield United","Wigan","H",4,2,1.66,4.2,5.25,"Championship",2019,0,1
2018-10-27,"Swansea","Reading","H",2,0,1.8,3.8,4.75,"Championship",2019,0,1
2018-10-27,"West Brom","Blackburn","D",1,1,1.8,3.8,4.75,"Championship",2019,0,1
2018-10-27,"Middlesbrough","Derby","D",1,1,2.2,3.25,3.8,"Championship",2019,0,1
2018-10-27,"Leicester","West Ham","D",1,1,2,3.6,4,"Premier League",2019,0,1
2018-10-27,"Liverpool","Cardiff","H",4,1,1.11,11,29,"Premier League",2019,0,1
2018-10-27,"Brighton","Wolves","H",1,0,3.5,3.2,2.35,"Premier League",2019,0,1
2018-10-27,"Southampton","Norrkoping","D",0,0,2,3.5,4.2,"Premier League",2019,0,1
2018-10-27,"Watford","Huddersfield","H",3,0,1.72,3.6,6,"Premier League",2019,0,1
2018-10-27,"Fulham","Bournemouth","A",0,3,2.87,3.8,2.4,"Premier League",2019,0,1
