"Date","Home","Away","Result","Score_Home","Score_Away","Odds_Home","Odds_Draw","Odds_Away","Division","Season","Coming5","IsPlayed"
2013-12-20,"St Pauli","Karlsruhe","A",NA,NA,1.9,3.41,3.99,"2.Bundesliga",2013,0,1
2013-12-20,"Ein Frankfurt","Augsburg","D",NA,NA,2.32,3.33,3.1,"Bundesliga",2013,0,1
2013-12-16,"Munich 1860","St Pauli","A",NA,NA,2.24,3.21,3.11,"2.Bundesliga",2013,0,1
2013-12-15,"Bielefeld","Greuther Furth","H",NA,NA,3.83,3.35,1.94,"2.Bundesliga",2013,0,1
2013-12-15,"Erzgebirge Aue","Ingolstadt","D",NA,NA,2.53,3.17,2.75,"2.Bundesliga",2013,0,1
2013-12-15,"Karlsruhe","Frankfurt FSV","D",NA,NA,1.8,3.46,4.36,"2.Bundesliga",2013,0,1
2013-12-15,"Leverkusen","Ein Frankfurt","A",NA,NA,1.48,4.23,6.75,"Bundesliga",2013,0,1
2013-12-15,"Schalke 04","Freiburg","H",NA,NA,1.41,4.59,7.53,"Bundesliga",2013,0,1
2013-12-15,"Wigan","Bolton","H",NA,NA,2.13,3.29,3.38,"Championship",2013,0,1
2013-12-15,"Aston Villa","Man United","A",NA,NA,5.01,3.6,1.73,"Premier League",2013,0,1
2013-12-15,"Norwich","Swansea","D",NA,NA,2.76,3.26,2.6,"Premier League",2013,0,1
2013-12-15,"Tottenham","Liverpool","A",NA,NA,2.45,3.33,2.88,"Premier League",2013,0,1
2013-12-14,"Bochum","Union Berlin","A",NA,NA,2.05,3.32,3.49,"2.Bundesliga",2013,0,1
2013-12-14,"Cottbus","Fortuna Dusseldorf","A",NA,NA,2.35,3.19,2.98,"2.Bundesliga",2013,0,1
2013-12-14,"Augsburg","Braunschweig","H",NA,NA,1.5,4.09,6.71,"Bundesliga",2013,0,1
2013-12-14,"Bayern Munich","Hamburg","H",NA,NA,1.09,10.11,24.81,"Bundesliga",2013,0,1
2013-12-14,"Hannover","Nurnberg","D",NA,NA,1.95,3.51,3.8,"Bundesliga",2013,0,1
2013-12-14,"Hoffenheim","Dortmund","D",NA,NA,4.5,3.87,1.73,"Bundesliga",2013,0,1
2013-12-14,"Mainz","M'gladbach","D",NA,NA,2.71,3.3,2.57,"Bundesliga",2013,0,1
2013-12-14,"Wolfsburg","Stuttgart","H",NA,NA,1.77,3.7,4.48,"Bundesliga",2013,0,1
2013-12-14,"Barnsley","Yeovil","D",NA,NA,2.12,3.36,3.32,"Championship",2013,0,1
2013-12-14,"Blackburn","Millwall","H",NA,NA,1.86,3.38,4.28,"Championship",2013,0,1
2013-12-14,"Blackpool","QPR","A",NA,NA,3.48,3.26,2.11,"Championship",2013,0,1
2013-12-14,"Bournemouth","Birmingham","A",NA,NA,2.37,3.3,2.91,"Championship",2013,0,1
2013-12-14,"Charlton","Derby","A",NA,NA,3.07,3.36,2.24,"Championship",2013,0,1
2013-12-14,"Doncaster","Leeds","A",NA,NA,3.48,3.38,2.06,"Championship",2013,0,1
2013-12-14,"Huddersfield","Reading","A",NA,NA,2.5,3.26,2.77,"Championship",2013,0,1
2013-12-14,"Leicester","Burnley","D",NA,NA,1.91,3.38,4.05,"Championship",2013,0,1
2013-12-14,"Middlesbrough","Brighton","A",NA,NA,2.32,3.29,3,"Championship",2013,0,1
2013-12-14,"Nott'm Forest","Ipswich","D",NA,NA,1.98,3.37,3.76,"Championship",2013,0,1
2013-12-14,"Watford","Sheffield Weds","A",NA,NA,1.7,3.71,4.74,"Championship",2013,0,1
2013-12-14,"Cardiff","West Brom","H",NA,NA,2.55,3.26,2.81,"Premier League",2013,0,1
2013-12-14,"Chelsea","Crystal Palace","H",NA,NA,1.18,6.87,16.07,"Premier League",2013,0,1
2013-12-14,"Everton","Fulham","H",NA,NA,1.37,4.68,8.99,"Premier League",2013,0,1
2013-12-14,"Hull","Stoke","D",NA,NA,2.27,3.15,3.37,"Premier League",2013,0,1
2013-12-14,"Man City","Arsenal","H",NA,NA,1.79,3.65,4.49,"Premier League",2013,0,1
2013-12-14,"Newcastle","Southampton","D",NA,NA,2.36,3.3,3.05,"Premier League",2013,0,1
2013-12-14,"West Ham","Sunderland","D",NA,NA,1.97,3.37,4,"Premier League",2013,0,1
2013-12-13,"Aalen","Sandhausen","D",NA,NA,2.01,3.31,3.66,"2.Bundesliga",2013,0,1
2013-12-13,"FC Koln","Dresden","H",NA,NA,1.41,4.42,7.26,"2.Bundesliga",2013,0,1
2013-12-13,"Kaiserslautern","Paderborn","A",NA,NA,1.39,4.64,7.33,"2.Bundesliga",2013,0,1
2013-12-13,"Hertha","Werder Bremen","H",NA,NA,1.62,4.01,5.36,"Bundesliga",2013,0,1
2013-12-09,"Kaiserslautern","Fortuna Dusseldorf","A",NA,NA,1.4,4.29,7.58,"2.Bundesliga",2013,0,1
2013-12-09,"Swansea","Hull","D",NA,NA,1.74,3.53,5.07,"Premier League",2013,0,1
2013-12-08,"Aalen","Paderborn","A",NA,NA,2.07,3.3,3.41,"2.Bundesliga",2013,0,1
2013-12-08,"Cottbus","Ingolstadt","A",NA,NA,2.05,3.27,3.51,"2.Bundesliga",2013,0,1
2013-12-08,"Sandhausen","Greuther Furth","A",NA,NA,3.79,3.32,1.95,"2.Bundesliga",2013,0,1
2013-12-08,"Braunschweig","Hertha","A",NA,NA,3.58,3.32,2.09,"Bundesliga",2013,0,1
2013-12-08,"Freiburg","Wolfsburg","A",NA,NA,3.67,3.44,2.01,"Bundesliga",2013,0,1
2013-12-08,"Arsenal","Everton","D",NA,NA,1.69,3.7,5.18,"Premier League",2013,0,1
2013-12-08,"Fulham","Aston Villa","H",NA,NA,2.66,3.25,2.69,"Premier League",2013,0,1
2013-12-07,"FC Koln","Frankfurt FSV","H",NA,NA,1.39,4.27,7.97,"2.Bundesliga",2013,0,1
2013-12-07,"Munich 1860","Union Berlin","H",NA,NA,2.18,3.24,3.23,"2.Bundesliga",2013,0,1
2013-12-07,"Dortmund","Leverkusen","A",NA,NA,1.53,4.26,5.89,"Bundesliga",2013,0,1
2013-12-07,"Ein Frankfurt","Hoffenheim","A",NA,NA,2.12,3.52,3.29,"Bundesliga",2013,0,1
2013-12-07,"Hamburg","Augsburg","A",NA,NA,2.05,3.46,3.54,"Bundesliga",2013,0,1
2013-12-07,"M'gladbach","Schalke 04","H",NA,NA,2.23,3.44,3.11,"Bundesliga",2013,0,1
2013-12-07,"Stuttgart","Hannover","H",NA,NA,1.98,3.5,3.72,"Bundesliga",2013,0,1
2013-12-07,"Werder Bremen","Bayern Munich","A",NA,NA,11.15,6.22,1.24,"Bundesliga",2013,0,1
2013-12-07,"Birmingham","Middlesbrough","D",NA,NA,2.38,3.28,2.88,"Championship",2013,0,1
2013-12-07,"Bolton","Doncaster","H",NA,NA,1.58,3.78,5.84,"Championship",2013,0,1
2013-12-07,"Brighton","Leicester","H",NA,NA,2.7,3.23,2.55,"Championship",2013,0,1
2013-12-07,"Burnley","Barnsley","H",NA,NA,1.65,3.68,5.19,"Championship",2013,0,1
2013-12-07,"Derby","Blackpool","H",NA,NA,1.78,3.55,4.43,"Championship",2013,0,1
2013-12-07,"Ipswich","Huddersfield","H",NA,NA,1.94,3.38,3.82,"Championship",2013,0,1
2013-12-07,"Leeds","Watford","D",NA,NA,2.39,3.29,2.87,"Championship",2013,0,1
2013-12-07,"Millwall","Wigan","H",NA,NA,2.74,3.22,2.53,"Championship",2013,0,1
2013-12-07,"QPR","Blackburn","D",NA,NA,1.68,3.53,5.25,"Championship",2013,0,1
2013-12-07,"Reading","Bournemouth","A",NA,NA,1.76,3.58,4.47,"Championship",2013,0,1
2013-12-07,"Sheffield Weds","Nott'm Forest","A",NA,NA,3.13,3.28,2.24,"Championship",2013,0,1
2013-12-07,"Yeovil","Charlton","D",NA,NA,2.63,3.22,2.63,"Championship",2013,0,1
2013-12-07,"Crystal Palace","Cardiff","H",NA,NA,2.69,3.15,2.72,"Premier League",2013,0,1
2013-12-07,"Liverpool","West Ham","H",NA,NA,1.29,5.58,10.36,"Premier League",2013,0,1
2013-12-07,"Man United","Newcastle","A",NA,NA,1.51,4.16,6.38,"Premier League",2013,0,1
2013-12-07,"Southampton","Man City","D",NA,NA,4.92,3.65,1.73,"Premier League",2013,0,1
2013-12-07,"Stoke","Chelsea","H",NA,NA,6.12,3.81,1.59,"Premier League",2013,0,1
2013-12-07,"Sunderland","Tottenham","A",NA,NA,4.24,3.43,1.89,"Premier League",2013,0,1
2013-12-07,"West Brom","Norwich","A",NA,NA,1.79,3.53,4.72,"Premier League",2013,0,1
2013-12-06,"Bielefeld","Dresden","D",NA,NA,2.41,3.23,2.88,"2.Bundesliga",2013,0,1
2013-12-06,"Erzgebirge Aue","St Pauli","A",NA,NA,2.71,3.28,2.52,"2.Bundesliga",2013,0,1
2013-12-06,"Karlsruhe","Bochum","D",NA,NA,2.09,3.32,3.43,"2.Bundesliga",2013,0,1
2013-12-06,"Nurnberg","Mainz","D",NA,NA,2.5,3.32,2.83,"Bundesliga",2013,0,1
2013-12-04,"Derby","Middlesbrough","H",NA,NA,1.97,3.43,3.65,"Championship",2013,0,1
2013-12-04,"Leeds","Wigan","H",NA,NA,2.44,3.27,2.82,"Championship",2013,0,1
2013-12-04,"Arsenal","Hull","H",NA,NA,1.2,6.62,14.26,"Premier League",2013,0,1
2013-12-04,"Fulham","Tottenham","A",NA,NA,5.53,3.73,1.65,"Premier League",2013,0,1
2013-12-04,"Liverpool","Norwich","H",NA,NA,1.26,5.81,11.08,"Premier League",2013,0,1
2013-12-04,"Man United","Everton","A",NA,NA,1.71,3.71,4.98,"Premier League",2013,0,1
2013-12-04,"Southampton","Aston Villa","A",NA,NA,1.67,3.72,5.35,"Premier League",2013,0,1
2013-12-04,"Stoke","Cardiff","D",NA,NA,2.06,3.31,3.75,"Premier League",2013,0,1
2013-12-04,"Sunderland","Chelsea","A",NA,NA,6.24,4.1,1.53,"Premier League",2013,0,1
2013-12-04,"Swansea","Newcastle","H",NA,NA,2.13,3.41,3.42,"Premier League",2013,0,1
2013-12-04,"West Brom","Man City","A",NA,NA,5.61,3.9,1.61,"Premier League",2013,0,1
2013-12-03,"Birmingham","Doncaster","D",NA,NA,1.65,3.71,5.23,"Championship",2013,0,1
2013-12-03,"Bolton","Huddersfield","A",NA,NA,1.95,3.42,3.8,"Championship",2013,0,1
2013-12-03,"Brighton","Barnsley","A",NA,NA,1.59,3.84,5.6,"Championship",2013,0,1
2013-12-03,"Burnley","Watford","D",NA,NA,2.11,3.36,3.38,"Championship",2013,0,1
2013-12-03,"Ipswich","Blackburn","H",NA,NA,2.17,3.32,3.29,"Championship",2013,0,1
2013-12-03,"Millwall","Nott'm Forest","D",NA,NA,3.23,3.33,2.19,"Championship",2013,0,1
2013-12-03,"QPR","Bournemouth","H",NA,NA,1.53,3.97,6.24,"Championship",2013,0,1
2013-12-03,"Reading","Charlton","H",NA,NA,1.88,3.48,4.04,"Championship",2013,0,1
2013-12-03,"Sheffield Weds","Leicester","H",NA,NA,3.81,3.49,1.92,"Championship",2013,0,1
2013-12-03,"Yeovil","Blackpool","H",NA,NA,2.86,3.26,2.44,"Championship",2013,0,1
2013-12-03,"Crystal Palace","West Ham","H",NA,NA,3.07,3.25,2.39,"Premier League",2013,0,1
2013-12-02,"Frankfurt FSV","Bielefeld","A",NA,NA,1.83,3.41,4.15,"2.Bundesliga",2013,0,1
2013-12-01,"Bochum","Munich 1860","A",NA,NA,2.17,3.26,3.21,"2.Bundesliga",2013,0,1
2013-12-01,"Greuther Furth","Cottbus","H",NA,NA,1.55,3.85,5.67,"2.Bundesliga",2013,0,1
2013-12-01,"Paderborn","Erzgebirge Aue","D",NA,NA,1.89,3.4,3.87,"2.Bundesliga",2013,0,1
2013-12-01,"Hannover","Ein Frankfurt","H",NA,NA,2.41,3.38,2.84,"Bundesliga",2013,0,1
2013-12-01,"M'gladbach","Freiburg","H",NA,NA,1.43,4.4,7.34,"Bundesliga",2013,0,1
2013-12-01,"Wigan","Derby","A",NA,NA,2.21,3.31,3.15,"Championship",2013,0,1
2013-12-01,"Chelsea","Southampton","H",NA,NA,1.54,4.05,6.27,"Premier League",2013,0,1
2013-12-01,"Hull","Liverpool","H",NA,NA,6.06,3.79,1.59,"Premier League",2013,0,1
2013-12-01,"Man City","Swansea","H",NA,NA,1.28,5.46,10.88,"Premier League",2013,0,1
2013-12-01,"Tottenham","Man United","D",NA,NA,2.7,3.28,2.62,"Premier League",2013,0,1
2013-11-30,"Dresden","Kaiserslautern","H",NA,NA,4.33,3.52,1.78,"2.Bundesliga",2013,0,1
2013-11-30,"Ingolstadt","Sandhausen","A",NA,NA,1.79,3.41,4.38,"2.Bundesliga",2013,0,1
2013-11-30,"Bayern Munich","Braunschweig","H",NA,NA,1.06,11.62,33.2,"Bundesliga",2013,0,1
2013-11-30,"Hertha","Augsburg","D",NA,NA,2,3.38,3.74,"Bundesliga",2013,0,1
2013-11-30,"Hoffenheim","Werder Bremen","D",NA,NA,1.8,3.71,4.24,"Bundesliga",2013,0,1
2013-11-30,"Leverkusen","Nurnberg","H",NA,NA,1.42,4.69,6.87,"Bundesliga",2013,0,1
2013-11-30,"Mainz","Dortmund","A",NA,NA,5.31,4.15,1.58,"Bundesliga",2013,0,1
2013-11-30,"Schalke 04","Stuttgart","H",NA,NA,1.74,3.77,4.49,"Bundesliga",2013,0,1
2013-11-30,"Barnsley","Birmingham","A",NA,NA,2.49,3.26,2.75,"Championship",2013,0,1
2013-11-30,"Blackburn","Leeds","H",NA,NA,2.19,3.26,3.26,"Championship",2013,0,1
2013-11-30,"Blackpool","Sheffield Weds","H",NA,NA,2.08,3.31,3.48,"Championship",2013,0,1
2013-11-30,"Bournemouth","Brighton","D",NA,NA,2.84,3.23,2.43,"Championship",2013,0,1
2013-11-30,"Charlton","Ipswich","A",NA,NA,2.52,3.22,2.75,"Championship",2013,0,1
2013-11-30,"Doncaster","QPR","H",NA,NA,5.5,3.53,1.65,"Championship",2013,0,1
2013-11-30,"Huddersfield","Burnley","H",NA,NA,2.96,3.26,2.34,"Championship",2013,0,1
2013-11-30,"Leicester","Millwall","H",NA,NA,1.55,3.86,5.93,"Championship",2013,0,1
2013-11-30,"Middlesbrough","Bolton","H",NA,NA,2.16,3.33,3.26,"Championship",2013,0,1
2013-11-30,"Watford","Yeovil","A",NA,NA,1.49,4.11,6.5,"Championship",2013,0,1
2013-11-30,"Aston Villa","Sunderland","D",NA,NA,1.97,3.35,3.99,"Premier League",2013,0,1
2013-11-30,"Cardiff","Arsenal","A",NA,NA,5.67,3.92,1.6,"Premier League",2013,0,1
2013-11-30,"Everton","Stoke","H",NA,NA,1.59,3.82,5.99,"Premier League",2013,0,1
2013-11-30,"Newcastle","West Brom","H",NA,NA,2.02,3.39,3.72,"Premier League",2013,0,1
2013-11-30,"Norwich","Crystal Palace","H",NA,NA,1.93,3.36,4.18,"Premier League",2013,0,1
2013-11-30,"West Ham","Fulham","H",NA,NA,1.88,3.43,4.28,"Premier League",2013,0,1
2013-11-29,"Fortuna Dusseldorf","Karlsruhe","A",NA,NA,2.27,3.21,3.14,"2.Bundesliga",2013,0,1
2013-11-29,"St Pauli","FC Koln","A",NA,NA,2.93,3.25,2.38,"2.Bundesliga",2013,0,1
2013-11-29,"Union Berlin","Aalen","A",NA,NA,1.71,3.58,4.81,"2.Bundesliga",2013,0,1
2013-11-29,"Wolfsburg","Hamburg","D",NA,NA,1.8,3.74,4.24,"Bundesliga",2013,0,1
2013-11-29,"Nott'm Forest","Reading","A",NA,NA,1.93,3.43,3.87,"Championship",2013,0,1
2013-11-26,"Charlton","Doncaster","H",NA,NA,1.74,3.59,4.68,"Championship",2013,0,1
2013-11-25,"Munich 1860","Greuther Furth","H",NA,NA,2.71,3.22,2.5,"2.Bundesliga",2013,0,1
2013-11-25,"West Brom","Aston Villa","D",NA,NA,2.08,3.31,3.62,"Premier League",2013,0,1
2013-11-24,"Aalen","St Pauli","A",NA,NA,2.52,3.17,2.74,"2.Bundesliga",2013,0,1
2013-11-24,"Erzgebirge Aue","Fortuna Dusseldorf","H",NA,NA,2.85,3.21,2.4,"2.Bundesliga",2013,0,1
2013-11-24,"Karlsruhe","Dresden","H",NA,NA,1.99,3.34,3.6,"2.Bundesliga",2013,0,1
2013-11-24,"Hamburg","Hannover","H",NA,NA,2.04,3.48,3.51,"Bundesliga",2013,0,1
2013-11-24,"Werder Bremen","Mainz","A",NA,NA,2.39,3.34,2.91,"Bundesliga",2013,0,1
2013-11-24,"Cardiff","Man United","D",NA,NA,5.54,3.8,1.63,"Premier League",2013,0,1
2013-11-24,"Man City","Tottenham","H",NA,NA,1.67,3.72,5.36,"Premier League",2013,0,1
2013-11-23,"FC Koln","Ingolstadt","A",NA,NA,1.43,4.22,7.07,"2.Bundesliga",2013,0,1
2013-11-23,"Kaiserslautern","Union Berlin","H",NA,NA,1.55,3.89,5.89,"2.Bundesliga",2013,0,1
2013-11-23,"Augsburg","Hoffenheim","H",NA,NA,2.14,3.4,3.31,"Bundesliga",2013,0,1
2013-11-23,"Braunschweig","Freiburg","A",NA,NA,2.37,3.27,3,"Bundesliga",2013,0,1
2013-11-23,"Dortmund","Bayern Munich","A",NA,NA,3.52,3.5,2.04,"Bundesliga",2013,0,1
2013-11-23,"Ein Frankfurt","Schalke 04","D",NA,NA,2.61,3.36,2.61,"Bundesliga",2013,0,1
2013-11-23,"Hertha","Leverkusen","A",NA,NA,2.92,3.34,2.37,"Bundesliga",2013,0,1
2013-11-23,"Nurnberg","Wolfsburg","D",NA,NA,3.3,3.33,2.17,"Bundesliga",2013,0,1
2013-11-23,"Birmingham","Blackpool","D",NA,NA,2.35,3.24,3,"Championship",2013,0,1
2013-11-23,"Blackburn","Reading","D",NA,NA,2.27,3.31,3.07,"Championship",2013,0,1
2013-11-23,"Bournemouth","Derby","A",NA,NA,2.81,3.3,2.45,"Championship",2013,0,1
2013-11-23,"Ipswich","Leicester","A",NA,NA,2.66,3.26,2.59,"Championship",2013,0,1
2013-11-23,"Leeds","Middlesbrough","H",NA,NA,2.38,3.26,2.94,"Championship",2013,0,1
2013-11-23,"Millwall","Barnsley","H",NA,NA,2,3.42,3.64,"Championship",2013,0,1
2013-11-23,"Nott'm Forest","Burnley","D",NA,NA,2.23,3.31,3.15,"Championship",2013,0,1
2013-11-23,"QPR","Charlton","H",NA,NA,1.67,3.55,5.39,"Championship",2013,0,1
2013-11-23,"Sheffield Weds","Huddersfield","A",NA,NA,2.11,3.33,3.4,"Championship",2013,0,1
2013-11-23,"Watford","Bolton","A",NA,NA,1.91,3.48,3.93,"Championship",2013,0,1
2013-11-23,"Wigan","Brighton","A",NA,NA,1.99,3.34,3.77,"Championship",2013,0,1
2013-11-23,"Arsenal","Southampton","H",NA,NA,1.6,3.88,5.82,"Premier League",2013,0,1
2013-11-23,"Everton","Liverpool","D",NA,NA,2.85,3.27,2.5,"Premier League",2013,0,1
2013-11-23,"Fulham","Swansea","A",NA,NA,3.2,3.25,2.3,"Premier League",2013,0,1
2013-11-23,"Hull","Crystal Palace","A",NA,NA,1.83,3.39,4.64,"Premier League",2013,0,1
2013-11-23,"Newcastle","Norwich","H",NA,NA,1.77,3.63,4.6,"Premier League",2013,0,1
2013-11-23,"Stoke","Sunderland","H",NA,NA,2.08,3.21,3.79,"Premier League",2013,0,1
2013-11-23,"West Ham","Chelsea","A",NA,NA,5.79,3.86,1.6,"Premier League",2013,0,1
2013-11-22,"Bielefeld","Bochum","A",NA,NA,2.87,3.25,2.41,"2.Bundesliga",2013,0,1
2013-11-22,"Cottbus","Frankfurt FSV","A",NA,NA,1.93,3.37,3.89,"2.Bundesliga",2013,0,1
2013-11-22,"Sandhausen","Paderborn","H",NA,NA,2.44,3.24,2.82,"2.Bundesliga",2013,0,1
2013-11-22,"Stuttgart","M'gladbach","A",NA,NA,2.26,3.44,3.09,"Bundesliga",2013,0,1
2013-11-22,"Doncaster","Yeovil","H",NA,NA,2.36,3.3,2.96,"Championship",2013,0,1
2013-11-11,"St Pauli","Cottbus","H",NA,NA,1.92,3.4,3.83,"2.Bundesliga",2013,0,1
2013-11-10,"Bochum","FC Koln","H",NA,NA,3.75,3.35,1.95,"2.Bundesliga",2013,0,1
2013-11-10,"Dresden","Erzgebirge Aue","D",NA,NA,1.85,3.42,4.1,"2.Bundesliga",2013,0,1
2013-11-10,"Fortuna Dusseldorf","Sandhausen","H",NA,NA,1.67,3.61,4.93,"2.Bundesliga",2013,0,1
2013-11-10,"Halmstad","Sundsvall","H",NA,NA,1.62,3.76,5.26,"Allsvenskan",2013,0,1
2013-11-10,"Freiburg","Stuttgart","A",NA,NA,2.96,3.34,2.35,"Bundesliga",2013,0,1
2013-11-10,"Mainz","Ein Frankfurt","H",NA,NA,2.49,3.3,2.81,"Bundesliga",2013,0,1
2013-11-10,"Yeovil","Wigan","A",NA,NA,3.75,3.4,1.96,"Championship",2013,0,1
2013-11-10,"Man United","Arsenal","H",NA,NA,2.26,3.35,3.16,"Premier League",2013,0,1
2013-11-10,"Sunderland","Man City","H",NA,NA,8,4.7,1.39,"Premier League",2013,0,1
2013-11-10,"Swansea","Stoke","D",NA,NA,1.94,3.31,4.15,"Premier League",2013,0,1
2013-11-10,"Tottenham","Newcastle","A",NA,NA,1.53,4.02,6.49,"Premier League",2013,0,1
2013-11-09,"Bielefeld","Munich 1860","A",NA,NA,2.64,3.18,2.6,"2.Bundesliga",2013,0,1
2013-11-09,"Union Berlin","Karlsruhe","D",NA,NA,1.87,3.4,4.02,"2.Bundesliga",2013,0,1
2013-11-09,"Bayern Munich","Augsburg","H",NA,NA,1.12,8.47,19.95,"Bundesliga",2013,0,1
2013-11-09,"Hoffenheim","Hertha","A",NA,NA,2.17,3.42,3.24,"Bundesliga",2013,0,1
2013-11-09,"Leverkusen","Hamburg","H",NA,NA,1.54,4.17,5.8,"Bundesliga",2013,0,1
2013-11-09,"M'gladbach","Nurnberg","H",NA,NA,1.53,4.12,6.1,"Bundesliga",2013,0,1
2013-11-09,"Schalke 04","Werder Bremen","H",NA,NA,1.6,3.99,5.32,"Bundesliga",2013,0,1
2013-11-09,"Wolfsburg","Dortmund","H",NA,NA,4.58,3.78,1.73,"Bundesliga",2013,0,1
2013-11-09,"Barnsley","Doncaster","D",NA,NA,2.1,3.33,3.38,"Championship",2013,0,1
2013-11-09,"Blackpool","Ipswich","A",NA,NA,2.28,3.24,3.1,"Championship",2013,0,1
2013-11-09,"Bolton","Millwall","H",NA,NA,1.94,3.37,3.85,"Championship",2013,0,1
2013-11-09,"Brighton","Blackburn","H",NA,NA,2.15,3.27,3.32,"Championship",2013,0,1
2013-11-09,"Burnley","Bournemouth","D",NA,NA,1.69,3.64,4.89,"Championship",2013,0,1
2013-11-09,"Charlton","Leeds","A",NA,NA,2.44,3.24,2.84,"Championship",2013,0,1
2013-11-09,"Derby","Sheffield Weds","H",NA,NA,1.87,3.46,4.04,"Championship",2013,0,1
2013-11-09,"Huddersfield","Birmingham","A",NA,NA,2.29,3.28,3.03,"Championship",2013,0,1
2013-11-09,"Leicester","Nott'm Forest","A",NA,NA,1.98,3.44,3.62,"Championship",2013,0,1
2013-11-09,"Middlesbrough","Watford","D",NA,NA,2.51,3.3,2.69,"Championship",2013,0,1
2013-11-09,"Reading","QPR","D",NA,NA,2.64,3.25,2.59,"Championship",2013,0,1
2013-11-09,"Aston Villa","Cardiff","H",NA,NA,1.98,3.33,3.96,"Premier League",2013,0,1
2013-11-09,"Chelsea","West Brom","D",NA,NA,1.29,5.4,10.49,"Premier League",2013,0,1
2013-11-09,"Crystal Palace","Everton","D",NA,NA,5.97,3.82,1.59,"Premier League",2013,0,1
2013-11-09,"Liverpool","Fulham","H",NA,NA,1.24,5.93,12.64,"Premier League",2013,0,1
2013-11-09,"Norwich","West Ham","H",NA,NA,2.51,3.22,2.87,"Premier League",2013,0,1
2013-11-09,"Southampton","Hull","H",NA,NA,1.56,3.73,6.8,"Premier League",2013,0,1
2013-11-08,"Frankfurt FSV","Kaiserslautern","A",NA,NA,4.22,3.49,1.83,"2.Bundesliga",2013,0,1
2013-11-08,"Greuther Furth","Paderborn","H",NA,NA,1.65,3.74,5.05,"2.Bundesliga",2013,0,1
2013-11-08,"Ingolstadt","Aalen","H",NA,NA,2.25,3.23,3.16,"2.Bundesliga",2013,0,1
2013-11-08,"Hannover","Braunschweig","D",NA,NA,1.66,3.77,5.29,"Bundesliga",2013,0,1
2013-11-06,"Sundsvall","Halmstad","D",NA,NA,2.39,3.23,2.89,"Allsvenskan",2013,0,1
2013-11-04,"FC Koln","Union Berlin","H",NA,NA,1.66,3.63,4.98,"2.Bundesliga",2013,0,1
2013-11-03,"Karlsruhe","Bielefeld","H",NA,NA,1.85,3.39,4.07,"2.Bundesliga",2013,0,1
2013-11-03,"Munich 1860","Dresden","A",NA,NA,1.84,3.38,4.12,"2.Bundesliga",2013,0,1
2013-11-03,"Sandhausen","Frankfurt FSV","H",NA,NA,2.57,3.14,2.68,"2.Bundesliga",2013,0,1
2013-11-03,"AIK","Helsingborg","H",NA,NA,1.91,3.55,3.8,"Allsvenskan",2013,0,1
2013-11-03,"Atvidabergs","Hacken","D",NA,NA,2.66,3.25,2.58,"Allsvenskan",2013,0,1
2013-11-03,"Gefle","Elfsborg","A",NA,NA,2.38,3.29,2.88,"Allsvenskan",2013,0,1
2013-11-03,"Goteborg","Norrkoping","H",NA,NA,1.37,4.62,8.06,"Allsvenskan",2013,0,1
2013-11-03,"Halmstad","Brommapojkarna","D",NA,NA,1.9,3.33,4.09,"Allsvenskan",2013,0,1
2013-11-03,"Kalmar","Mjallby","H",NA,NA,1.51,4.03,6.27,"Allsvenskan",2013,0,1
2013-11-03,"Malmo FF","Syrianska","H",NA,NA,1.19,6.81,13.32,"Allsvenskan",2013,0,1
2013-11-03,"Osters","Djurgarden","D",NA,NA,2.5,3.34,2.69,"Allsvenskan",2013,0,1
2013-11-03,"Augsburg","Mainz","H",NA,NA,2.01,3.38,3.68,"Bundesliga",2013,0,1
2013-11-03,"Werder Bremen","Hannover","H",NA,NA,2.23,3.36,3.16,"Bundesliga",2013,0,1
2013-11-03,"Cardiff","Swansea","H",NA,NA,3.24,3.29,2.25,"Premier League",2013,0,1
2013-11-03,"Everton","Tottenham","D",NA,NA,2.44,3.27,2.92,"Premier League",2013,0,1
2013-11-02,"Erzgebirge Aue","Greuther Furth","A",NA,NA,3.51,3.27,2.04,"2.Bundesliga",2013,0,1
2013-11-02,"Kaiserslautern","St Pauli","H",NA,NA,1.57,3.86,5.46,"2.Bundesliga",2013,0,1
2013-11-02,"Braunschweig","Leverkusen","H",NA,NA,6.73,4.17,1.48,"Bundesliga",2013,0,1
2013-11-02,"Ein Frankfurt","Wolfsburg","A",NA,NA,2.37,3.3,2.97,"Bundesliga",2013,0,1
2013-11-02,"Hamburg","M'gladbach","A",NA,NA,2.28,3.47,2.99,"Bundesliga",2013,0,1
2013-11-02,"Hertha","Schalke 04","A",NA,NA,2.3,3.36,3.03,"Bundesliga",2013,0,1
2013-11-02,"Hoffenheim","Bayern Munich","A",NA,NA,9.93,5.69,1.27,"Bundesliga",2013,0,1
2013-11-02,"Nurnberg","Freiburg","A",NA,NA,2.02,3.42,3.62,"Bundesliga",2013,0,1
2013-11-02,"Birmingham","Charlton","A",NA,NA,2.26,3.26,3.12,"Championship",2013,0,1
2013-11-02,"Blackburn","Middlesbrough","H",NA,NA,2.27,3.26,3.1,"Championship",2013,0,1
2013-11-02,"Bournemouth","Bolton","A",NA,NA,2.39,3.28,2.88,"Championship",2013,0,1
2013-11-02,"Doncaster","Brighton","A",NA,NA,3.32,3.27,2.15,"Championship",2013,0,1
