"Date","Div","Home","Away","Season","Res","AvgH","AvgD","AvgA","Date_Stryktipset","Matchnr"
"2012-04-28","E1","Southampton","Coventry",2011,"H",1.3,5.02,9.62,"",NA
"2012-04-28","E1","Watford","Middlesbrough",2011,"H",2.82,3.32,2.39,"",NA
"2012-04-28","E1","West Ham","Hull",2011,"H",1.45,4.13,6.9,"",NA
"2012-04-29","Allsvenskan","Djurgarden","Kalmar",2012,"D",1.86,3.41,4.07,"",NA
"2012-04-29","Allsvenskan","Sundsvall","Orebro",2012,"H",1.95,3.35,3.79,"",NA
"2012-04-29","Allsvenskan","Norrkoping","Malmo FF",2012,"H",3.61,3.32,2.01,"",NA
"2012-04-29","D2","Aachen","Karlsruhe",2011,"H",2.35,3.33,2.78,"",NA
"2012-04-29","D2","Bochum","Braunschweig",2011,"H",2.02,3.31,3.48,"",NA
"2012-04-29","D2","Dresden","St Pauli",2011,"H",3.39,3.43,2,"",NA
"2012-04-29","D2","Duisburg","Erzgebirge Aue",2011,"H",2.01,3.3,3.48,"",NA
"2012-04-29","D2","Ein Frankfurt","Munich 1860",2011,"A",1.45,4.15,6.32,"",NA
"2012-04-29","D2","Greuther Furth","Fortuna Dusseldorf",2011,"D",2.13,3.31,3.16,"",NA
"2012-04-29","D2","Ingolstadt","Cottbus",2011,"H",2.06,3.29,3.35,"",NA
"2012-04-29","D2","Paderborn","Frankfurt FSV",2011,"H",1.73,3.6,4.32,"",NA
"2012-04-29","D2","Union Berlin","Hansa Rostock",2011,"H",2.08,3.39,3.22,"",NA
"2012-04-29","E0","Chelsea","QPR",2011,"H",1.39,4.59,8.07,"",NA
"2012-04-29","E0","Tottenham","Blackburn",2011,"H",1.38,4.73,7.85,"",NA
"2012-04-30","E0","Man City","Man United",2011,"H",2.14,3.39,3.36,"",NA
"2012-05-01","E0","Liverpool","Fulham",2011,"A",1.6,3.88,5.83,"",NA
"2012-05-01","E0","Stoke","Everton",2011,"D",2.95,3.25,2.45,"",NA
"2012-05-02","Allsvenskan","Atvidabergs","Hacken",2012,"A",2.92,3.29,2.32,"",NA
"2012-05-02","Allsvenskan","Goteborg","Sundsvall",2012,"H",1.49,4.07,6.37,"",NA
"2012-05-02","Allsvenskan","Syrianska","Elfsborg",2012,"A",5.7,3.93,1.55,"",NA
"2012-05-02","Allsvenskan","Helsingborg","AIK",2012,"D",1.85,3.44,4.15,"",NA
"2012-05-02","E0","Bolton","Tottenham",2011,"A",3.92,3.51,1.93,"",NA
"2012-05-02","E0","Chelsea","Newcastle",2011,"A",1.5,4.18,6.41,"",NA
"2012-05-03","Allsvenskan","Djurgarden","Orebro",2012,"H",1.66,3.66,4.98,"",NA
"2012-05-03","Allsvenskan","Gefle","Norrkoping",2012,"A",2.24,3.24,3.13,"",NA
"2012-05-03","Allsvenskan","Mjallby","Malmo FF",2012,"D",3.08,3.26,2.24,"",NA
"2012-05-04","Allsvenskan","Kalmar","GAIS",2012,"D",2.43,3.17,2.87,"",NA
"2012-05-05","Allsvenskan","Sundsvall","Helsingborg",2012,"A",2.86,3.21,2.43,"",NA
"2012-05-05","D1","Augsburg","Hamburg",2011,"H",2.4,3.35,2.83,"",NA
"2012-05-05","D1","Dortmund","Freiburg",2011,"H",1.3,5.24,9.5,"",NA
"2012-05-05","D1","FC Koln","Bayern Munich",2011,"A",4.69,3.88,1.67,"",NA
"2012-05-05","D1","Hannover","Kaiserslautern",2011,"H",1.35,4.73,8.4,"",NA
"2012-05-05","D1","Hertha","Hoffenheim",2011,"H",1.95,3.59,3.58,"",NA
"2012-05-05","D1","Mainz","M'gladbach",2011,"A",2.33,3.33,2.91,"",NA
"2012-05-05","D1","Nurnberg","Leverkusen",2011,"A",2.52,3.35,2.67,"",NA
"2012-05-05","D1","Stuttgart","Wolfsburg",2011,"H",1.89,3.71,3.71,"",NA
"2012-05-05","D1","Werder Bremen","Schalke 04",2011,"A",2.51,3.47,2.62,"",NA
"2012-05-05","E0","Arsenal","Norwich",2011,"D",1.21,6.22,13.29,"",NA
"2012-05-06","Allsvenskan","Norrkoping","Syrianska",2012,"A",1.55,3.88,5.8,"",NA
"2012-05-06","Allsvenskan","Malmo FF","Atvidabergs",2012,"H",1.33,4.77,8.39,"",NA
"2012-05-06","D2","Braunschweig","Ingolstadt",2011,"H",2.01,3.36,3.43,"",NA
"2012-05-06","D2","Cottbus","Union Berlin",2011,"H",1.84,3.29,4.19,"",NA
"2012-05-06","D2","Erzgebirge Aue","Bochum",2011,"H",1.75,3.5,4.34,"",NA
"2012-05-06","D2","Fortuna Dusseldorf","Duisburg",2011,"D",1.34,4.67,8.08,"",NA
"2012-05-06","D2","Frankfurt FSV","Dresden",2011,"D",2.2,3.34,3.01,"",NA
"2012-05-06","D2","Hansa Rostock","Greuther Furth",2011,"D",4.32,3.71,1.7,"",NA
"2012-05-06","D2","Karlsruhe","Ein Frankfurt",2011,"H",2.5,3.45,2.54,"",NA
"2012-05-06","D2","Munich 1860","Aachen",2011,"A",2.08,3.58,3.06,"",NA
"2012-05-06","D2","St Pauli","Paderborn",2011,"H",1.9,3.56,3.57,"",NA
"2012-05-06","E0","Aston Villa","Tottenham",2011,"D",4.08,3.54,1.86,"",NA
"2012-05-06","E0","Bolton","West Brom",2011,"D",2,3.44,3.65,"",NA
"2012-05-06","E0","Fulham","Sunderland",2011,"H",1.86,3.48,4.17,"",NA
"2012-05-06","E0","Man United","Swansea",2011,"H",1.17,6.84,15.06,"",NA
"2012-05-06","E0","Newcastle","Man City",2011,"A",4.82,3.93,1.66,"",NA
"2012-05-06","E0","QPR","Stoke",2011,"H",1.85,3.52,4.15,"",NA
"2012-05-06","E0","Wolves","Everton",2011,"D",4.8,3.71,1.71,"",NA
"2012-05-07","Allsvenskan","GAIS","Mjallby",2012,"D",1.93,3.38,3.77,"",NA
"2012-05-07","Allsvenskan","Orebro","Kalmar",2012,"A",2.48,3.22,2.76,"",NA
"2012-05-07","Allsvenskan","Elfsborg","Goteborg",2012,"H",1.94,3.45,3.72,"",NA
"2012-05-07","E0","Blackburn","Wigan",2011,"A",2.44,3.35,2.79,"",NA
"2012-05-08","Allsvenskan","AIK","Djurgarden",2012,"D",2.09,3.22,3.5,"",NA
"2012-05-08","E0","Liverpool","Chelsea",2011,"H",2.15,3.46,3.33,"",NA
"2012-05-10","Allsvenskan","Hacken","Gefle",2012,"H",1.39,4.5,7.59,"",NA
"2012-05-10","Allsvenskan","Malmo FF","Helsingborg",2012,"H",1.81,3.44,4.29,"",NA
"2012-05-11","Allsvenskan","Syrianska","GAIS",2012,"H",3.56,3.34,2.02,"",NA
"2012-05-12","Allsvenskan","Djurgarden","Atvidabergs",2012,"D",1.65,3.75,4.93,"",NA
"2012-05-12","Allsvenskan","Kalmar","Mjallby",2012,"A",2.35,3.2,2.94,"",NA
"2012-05-13","Allsvenskan","Norrkoping","Orebro",2012,"H",1.9,3.41,3.91,"",NA
"2012-05-13","Allsvenskan","Elfsborg","AIK",2012,"H",1.69,3.49,5.09,"",NA
"2012-05-13","Allsvenskan","Helsingborg","Hacken",2012,"H",2.44,3.17,2.88,"",NA
"2012-05-13","E0","Chelsea","Blackburn",2011,"H",1.3,5.36,9.52,"",NA
"2012-05-13","E0","Everton","Newcastle",2011,"H",2.19,3.45,3.18,"",NA
"2012-05-13","E0","Man City","QPR",2011,"H",1.13,8.54,18.12,"",NA
"2012-05-13","E0","Norwich","Aston Villa",2011,"H",2.18,3.38,3.25,"",NA
"2012-05-13","E0","Stoke","Bolton",2011,"D",2.41,3.47,2.79,"",NA
"2012-05-13","E0","Sunderland","Man United",2011,"A",7.23,4.51,1.43,"",NA
"2012-05-13","E0","Swansea","Liverpool",2011,"H",3.38,3.45,2.1,"",NA
"2012-05-13","E0","Tottenham","Fulham",2011,"H",1.4,4.55,8.04,"",NA
"2012-05-13","E0","West Brom","Arsenal",2011,"A",5.02,3.93,1.65,"",NA
"2012-05-13","E0","Wigan","Wolves",2011,"H",1.57,3.95,5.8,"",NA
"2012-05-14","Allsvenskan","Gefle","Sundsvall",2012,"D",2.87,3.2,2.41,"",NA
"2012-05-14","Allsvenskan","Goteborg","Malmo FF",2012,"D",2.45,3.23,2.82,"",NA
"2012-05-16","Allsvenskan","Atvidabergs","Syrianska",2012,"H",1.79,3.52,4.19,"",NA
"2012-05-16","Allsvenskan","Hacken","Norrkoping",2012,"H",1.5,4.02,6.33,"",NA
"2012-05-16","Allsvenskan","Kalmar","Helsingborg",2012,"D",2.54,3.2,2.71,"",NA
"2012-05-16","Allsvenskan","Orebro","AIK",2012,"D",3.39,3.31,2.09,"",NA
"2012-05-17","Allsvenskan","GAIS","Sundsvall",2012,"A",1.8,3.44,4.39,"",NA
"2012-05-17","Allsvenskan","Mjallby","Goteborg",2012,"D",2.7,3.18,2.55,"",NA
"2012-05-17","Allsvenskan","Djurgarden","Gefle",2012,"D",1.53,3.84,6.27,"",NA
"2012-05-17","Allsvenskan","Malmo FF","Elfsborg",2012,"H",1.88,3.45,3.94,"",NA
"2012-05-20","Allsvenskan","Atvidabergs","Kalmar",2012,"H",2.42,3.22,2.79,"",NA
"2012-05-20","Allsvenskan","Hacken","Djurgarden",2012,"D",1.54,4.02,5.7,"",NA
"2012-05-20","Allsvenskan","AIK","Norrkoping",2012,"H",1.63,3.66,5.28,"",NA
"2012-05-20","Allsvenskan","Mjallby","Gefle",2012,"D",1.56,3.75,5.93,"",NA
"2012-05-20","Allsvenskan","Orebro","Syrianska",2012,"A",1.92,3.41,3.81,"",NA
"2012-05-21","Allsvenskan","Sundsvall","Elfsborg",2012,"A",3.48,3.28,2.07,"",NA
"2012-05-21","Allsvenskan","GAIS","Goteborg",2012,"D",3.72,3.33,1.97,"",NA
"2012-05-23","Allsvenskan","Gefle","Orebro",2012,"H",2.17,3.22,3.29,"",NA
"2012-05-23","Allsvenskan","Helsingborg","Djurgarden",2012,"D",1.77,3.53,4.41,"",NA
"2012-05-23","Allsvenskan","Norrkoping","Atvidabergs",2012,"D",2.13,3.37,3.22,"",NA
"2012-05-23","Allsvenskan","Syrianska","Mjallby",2012,"H",2.86,3.27,2.38,"",NA
"2012-05-24","Allsvenskan","AIK","GAIS",2012,"H",1.61,3.7,5.53,"",NA
"2012-05-24","Allsvenskan","Elfsborg","Hacken",2012,"H",1.78,3.55,4.39,"",NA
"2012-05-24","Allsvenskan","Goteborg","Kalmar",2012,"D",1.55,3.83,5.96,"",NA
"2012-05-24","Allsvenskan","Sundsvall","Malmo FF",2012,"D",3.93,3.42,1.9,"",NA
"2012-06-30","Allsvenskan","Atvidabergs","Elfsborg",2012,"H",4.25,3.55,1.79,"",NA
"2012-06-30","Allsvenskan","Hacken","Sundsvall",2012,"A",1.49,4.03,6.57,"",NA
"2012-06-30","Allsvenskan","Kalmar","Syrianska",2012,"H",1.66,3.68,5.09,"",NA
"2012-06-30","Allsvenskan","Mjallby","Norrkoping",2012,"A",1.72,3.61,4.63,"",NA
"2012-07-02","Allsvenskan","Helsingborg","Gefle",2012,"H",1.43,4.17,7.6,"",NA
"2012-07-02","Allsvenskan","Malmo FF","AIK",2012,"H",1.77,3.5,4.53,"",NA
"2012-07-03","Allsvenskan","Djurgarden","Goteborg",2012,"H",2.76,3.2,2.5,"",NA
"2012-07-05","Allsvenskan","GAIS","Orebro",2012,"A",1.68,3.63,4.96,"",NA
"2012-07-07","Allsvenskan","Sundsvall","Atvidabergs",2012,"D",1.98,3.44,3.58,"",NA
"2012-07-07","Allsvenskan","Syrianska","Djurgarden",2012,"D",3.26,3.28,2.18,"",NA
"2012-07-08","Allsvenskan","AIK","Hacken",2012,"H",2.11,3.28,3.39,"",NA
"2012-07-08","Allsvenskan","Gefle","GAIS",2012,"D",2.55,3.18,2.73,"",NA
"2012-07-08","Allsvenskan","Elfsborg","Mjallby",2012,"D",1.54,3.88,5.91,"",NA
"2012-07-08","Allsvenskan","Norrkoping","Kalmar",2012,"H",2.24,3.28,3.11,"",NA
"2012-07-09","Allsvenskan","Orebro","Malmo FF",2012,"H",5.2,3.76,1.63,"",NA
"2012-07-09","Allsvenskan","Goteborg","Helsingborg",2012,"D",1.99,3.46,3.54,"",NA
"2012-07-14","Allsvenskan","Atvidabergs","AIK",2012,"H",2.75,3.27,2.47,"",NA
"2012-07-14","Allsvenskan","Goteborg","Gefle",2012,"D",1.34,4.77,8.91,"",NA
"2012-07-14","Allsvenskan","Helsingborg","Syrianska",2012,"H",1.32,4.93,9.35,"",NA
"2012-07-14","Allsvenskan","Mjallby","Sundsvall",2012,"H",1.88,3.38,4,"",NA
"2012-07-15","Allsvenskan","Orebro","Hacken",2012,"A",3.58,3.37,2.01,"",NA
"2012-07-15","Allsvenskan","Kalmar","Elfsborg",2012,"H",3.39,3.31,2.1,"",NA
"2012-07-16","Allsvenskan","Djurgarden","Norrkoping",2012,"D",1.71,3.65,4.69,"",NA
"2012-07-16","Allsvenskan","Malmo FF","GAIS",2012,"H",1.43,4.19,7.45,"",NA
"2012-07-19","Allsvenskan","Hacken","Orebro",2012,"H",1.43,4.31,7.05,"",NA
"2012-07-21","Allsvenskan","Gefle","Goteborg",2012,"H",3.71,3.38,1.96,"",NA
"2012-07-21","Allsvenskan","Sundsvall","Mjallby",2012,"H",2.26,3.19,3.16,"",NA
"2012-07-21","Allsvenskan","Syrianska","Helsingborg",2012,"A",3.27,3.25,2.18,"",NA
"2012-07-22","Allsvenskan","Elfsborg","Kalmar",2012,"H",1.62,3.77,5.26,"",NA
"2012-07-22","Allsvenskan","AIK","Atvidabergs",2012,"H",1.67,3.73,4.9,"",NA
"2012-07-23","Allsvenskan","GAIS","Malmo FF",2012,"A",4.34,3.58,1.78,"",NA
"2012-07-23","Allsvenskan","Norrkoping","Djurgarden",2012,"D",2.44,3.2,2.84,"",NA
"2012-07-27","Allsvenskan","Atvidabergs","Orebro",2012,"D",1.69,3.62,4.83,"",NA
"2012-07-28","Allsvenskan","Gefle","Malmo FF",2012,"A",4.54,3.6,1.74,"",NA
"2012-07-28","Allsvenskan","Helsingborg","Norrkoping",2012,"A",1.55,3.92,5.79,"",NA
"2012-07-29","Allsvenskan","Mjallby","AIK",2012,"A",2.42,3.11,2.95,"",NA
"2012-07-29","Allsvenskan","Djurgarden","Elfsborg",2012,"D",2.62,3.22,2.62,"",NA
"2012-07-29","Allsvenskan","Kalmar","Sundsvall",2012,"D",1.95,3.36,3.82,"",NA
"2012-07-30","Allsvenskan","Hacken","GAIS",2012,"H",1.57,3.84,5.72,"",NA
"2012-07-31","Allsvenskan","Goteborg","Syrianska",2012,"H",1.41,4.39,7.47,"",NA
"2012-08-03","D2","Erzgebirge Aue","St Pauli",2012,"D",3.3,3.33,2.1,"",NA
"2012-08-03","D2","Hertha","Paderborn",2012,"D",1.51,4,6.05,"",NA
"2012-08-03","D2","Ingolstadt","Cottbus",2012,"D",2,3.37,3.56,"",NA
"2012-08-04","Allsvenskan","GAIS","Atvidabergs",2012,"D",2.53,3.18,2.72,"",NA
"2012-08-04","Allsvenskan","Syrianska","Gefle",2012,"H",2.29,3.21,3.07,"",NA
"2012-08-04","D2","Bochum","Dresden",2012,"H",2.13,3.3,3.2,"",NA
"2012-08-04","D2","Munich 1860","Regensburg",2012,"H",1.43,4.15,6.93,"",NA
"2012-08-05","Allsvenskan","Malmo FF","Hacken",2012,"D",1.64,3.72,5.11,"",NA
"2012-08-05","Allsvenskan","AIK","Kalmar",2012,"A",1.66,3.64,5.11,"",NA
"2012-08-05","D2","Braunschweig","FC Koln",2012,"H",2.47,3.18,2.75,"",NA
"2012-08-05","D2","Duisburg","Aalen",2012,"A",1.69,3.56,4.7,"",NA
"2012-08-05","D2","Sandhausen","Frankfurt FSV",2012,"D",2.14,3.24,3.25,"",NA
"2012-08-06","Allsvenskan","Orebro","Mjallby",2012,"A",2.43,3.15,2.88,"",NA
"2012-08-06","Allsvenskan","Sundsvall","Djurgarden",2012,"A",2.55,3.18,2.72,"",NA
"2012-08-06","Allsvenskan","Norrkoping","Goteborg",2012,"D",2.77,3.28,2.45,"",NA
"2012-08-06","D2","Kaiserslautern","Union Berlin",2012,"D",1.72,3.51,4.55,"",NA
"2012-08-10","Allsvenskan","Gefle","Djurgarden",2012,"A",3.02,3.18,2.34,"",NA
"2012-08-10","D2","Aalen","Kaiserslautern",2012,"A",3.04,3.3,2.23,"",NA
"2012-08-10","D2","Cottbus","Erzgebirge Aue",2012,"H",1.84,3.45,4.02,"",NA
"2012-08-10","D2","FC Koln","Sandhausen",2012,"D",1.56,3.88,5.64,"",NA
"2012-08-11","Allsvenskan","Sundsvall","GAIS",2012,"H",1.89,3.4,3.97,"",NA
"2012-08-11","Allsvenskan","Syrianska","Atvidabergs",2012,"D",2.81,3.26,2.43,"",NA
"2012-08-11","D2","Paderborn","Bochum",2012,"H",2.08,3.3,3.35,"",NA
"2012-08-11","D2","St Pauli","Ingolstadt",2012,"D",1.66,3.62,4.86,"",NA
"2012-08-12","Allsvenskan","AIK","Orebro",2012,"H",1.55,3.71,6.26,"",NA
"2012-08-12","Allsvenskan","Goteborg","Mjallby",2012,"H",1.65,3.64,5.2,"",NA
"2012-08-12","Allsvenskan","Helsingborg","Kalmar",2012,"H",1.69,3.59,4.9,"",NA
"2012-08-12","Allsvenskan","Elfsborg","Malmo FF",2012,"H",2.31,3.28,2.97,"",NA
"2012-08-12","Allsvenskan","Norrkoping","Hacken",2012,"A",3.09,3.34,2.22,"",NA
"2012-08-12","D2","Frankfurt FSV","Hertha",2012,"H",3.68,3.38,1.94,"",NA
"2012-08-12","D2","Regensburg","Duisburg",2012,"H",2.75,3.21,2.46,"",NA
"2012-08-12","D2","Union Berlin","Braunschweig",2012,"A",2.15,3.25,3.23,"",NA
"2012-08-13","D2","Dresden","Munich 1860",2012,"D",2.39,3.23,2.81,"",NA
"2012-08-17","E1","Cardiff","Huddersfield",2012,"H",1.76,3.54,4.66,"",NA
"2012-08-18","Allsvenskan","Elfsborg","Helsingborg",2012,"H",1.64,3.75,5.11,"",NA
"2012-08-18","E0","Arsenal","Sunderland",2012,"D",1.4,4.47,8.37,"",NA
"2012-08-18","E0","Fulham","Norwich",2012,"H",1.8,3.59,4.44,"",NA
"2012-08-18","E0","Newcastle","Tottenham",2012,"H",2.55,3.32,2.73,"",NA
"2012-08-18","E0","QPR","Swansea",2012,"A",2.01,3.37,3.76,"",NA
"2012-08-18","E0","Reading","Stoke",2012,"D",2.36,3.27,3.03,"",NA
"2012-08-18","E0","West Brom","Liverpool",2012,"H",4.01,3.44,1.93,"",NA
"2012-08-18","E0","West Ham","Aston Villa",2012,"H",2.23,3.32,3.23,"",NA
"2012-08-18","E1","Barnsley","Middlesbrough",2012,"H",3.03,3.27,2.28,"",NA
"2012-08-18","E1","Birmingham","Charlton",2012,"D",1.83,3.42,4.3,"",NA
"2012-08-18","E1","Burnley","Bolton",2012,"H",2.84,3.27,2.41,"",NA
"2012-08-18","E1","Crystal Palace","Watford",2012,"A",2.37,3.2,2.96,"",NA
"2012-08-18","E1","Derby","Sheffield Weds",2012,"D",2.36,3.25,2.93,"",NA
"2012-08-18","E1","Hull","Brighton",2012,"H",2.2,3.23,3.23,"",NA
"2012-08-18","E1","Ipswich","Blackburn",2012,"D",2.48,3.27,2.74,"",NA
"2012-08-18","E1","Leeds","Wolves",2012,"H",2.37,3.29,2.88,"",NA
"2012-08-18","E1","Leicester","Peterboro",2012,"H",1.57,3.83,5.67,"",NA
"2012-08-18","E1","Millwall","Blackpool",2012,"A",2.54,3.24,2.68,"",NA
"2012-08-18","E1","Nott'm Forest","Bristol City",2012,"H",1.83,3.45,4.2,"",NA
"2012-08-19","E0","Man City","Southampton",2012,"H",1.18,6.78,15.6,"",NA
"2012-08-19","E0","Wigan","Chelsea",2012,"A",6.09,3.84,1.58,"",NA
"2012-08-20","E0","Everton","Man United",2012,"H",4.18,3.47,1.88,"",NA
"2012-08-21","E1","Blackpool","Leeds",2012,"H",2.11,3.34,3.34,"",NA
"2012-08-21","E1","Bolton","Derby",2012,"H",1.7,3.56,4.96,"",NA
"2012-08-21","E1","Brighton","Cardiff",2012,"D",2.51,3.21,2.76,"",NA
"2012-08-21","E1","Bristol City","Crystal Palace",2012,"H",2.29,3.23,3.07,"",NA
"2012-08-21","E1","Charlton","Leicester",2012,"H",2.82,3.24,2.45,"",NA
"2012-08-21","E1","Huddersfield","Nott'm Forest",2012,"D",2.56,3.2,2.72,"",NA
"2012-08-21","E1","Middlesbrough","Burnley",2012,"H",2.05,3.27,3.56,"",NA
"2012-08-21","E1","Peterboro","Millwall",2012,"A",2.55,3.27,2.68,"",NA
"2012-08-21","E1","Sheffield Weds","Birmingham",2012,"H",2.56,3.24,2.69,"",NA
"2012-08-21","E1","Watford","Ipswich",2012,"A",2.21,3.29,3.18,"",NA
"2012-08-21","E1","Wolves","Barnsley",2012,"H",1.64,3.7,5.19,"",NA
"2012-08-22","E0","Chelsea","Reading",2012,"H",1.25,5.56,11.84,"",NA
"2012-08-22","E1","Blackburn","Hull",2012,"H",1.93,3.34,3.98,"",NA
"2012-08-24","Allsvenskan","Orebro","Gefle",2012,"A",2.09,3.26,3.45,"",NA
"2012-08-24","D1","Dortmund","Werder Bremen",2012,"H",1.3,5.45,9.71,"",NA
"2012-08-24","D2","Braunschweig","Paderborn",2012,"H",1.86,3.42,3.98,"",NA
"2012-08-24","D2","Hertha","Regensburg",2012,"H",1.42,4.25,6.99,"",NA
"2012-08-24","D2","Sandhausen","Union Berlin",2012,"H",2.6,3.3,2.56,"",NA
"2012-08-24","E1","Bolton","Nott'm Forest",2012,"D",2.01,3.39,3.7,"",NA
"2012-08-25","Allsvenskan","Djurgarden","Helsingborg",2012,"H",2.27,3.25,3.1,"",NA
"2012-08-25","D1","Augsburg","Fortuna Dusseldorf",2012,"A",2.05,3.37,3.58,"",NA
"2012-08-25","D1","Ein Frankfurt","Leverkusen",2012,"H",2.87,3.35,2.4,"",NA
"2012-08-25","D1","Freiburg","Mainz",2012,"D",2.53,3.26,2.77,"",NA
"2012-08-25","D1","Greuther Furth","Bayern Munich",2012,"A",8.13,4.63,1.38,"",NA
"2012-08-25","D1","Hamburg","Nurnberg",2012,"A",2.1,3.31,3.51,"",NA
"2012-08-25","D1","M'gladbach","Hoffenheim",2012,"H",1.96,3.38,3.89,"",NA
"2012-08-25","D1","Stuttgart","Wolfsburg",2012,"A",1.98,3.44,3.72,"",NA
"2012-08-25","D2","Cottbus","St Pauli",2012,"H",2.69,3.2,2.51,"",NA
"2012-08-25","D2","Duisburg","Dresden",2012,"A",2.27,3.24,2.99,"",NA
"2012-08-25","E0","Aston Villa","Everton",2012,"A",2.93,3.29,2.42,"",NA
"2012-08-25","E0","Chelsea","Newcastle",2012,"H",1.5,4.16,6.55,"",NA
"2012-08-25","E0","Man United","Fulham",2012,"H",1.3,5.17,10.39,"",NA
"2012-08-25","E0","Norwich","QPR",2012,"D",2.29,3.33,3.11,"",NA
"2012-08-25","E0","Southampton","Wigan",2012,"A",2.12,3.36,3.46,"",NA
"2012-08-25","E0","Swansea","West Ham",2012,"H",2.09,3.31,3.6,"",NA
"2012-08-25","E0","Tottenham","West Brom",2012,"D",1.5,4.13,6.67,"",NA
"2012-08-25","E1","Blackburn","Leicester",2012,"H",2.33,3.29,2.97,"",NA
"2012-08-25","E1","Blackpool","Ipswich",2012,"H",1.98,3.42,3.66,"",NA
"2012-08-25","E1","Brighton","Barnsley",2012,"H",1.72,3.54,4.84,"",NA
"2012-08-25","E1","Bristol City","Cardiff",2012,"H",2.95,3.28,2.35,"",NA
"2012-08-25","E1","Charlton","Hull",2012,"D",2.27,3.29,3.08,"",NA
"2012-08-25","E1","Huddersfield","Burnley",2012,"H",2.42,3.29,2.83,"",NA
"2012-08-25","E1","Middlesbrough","Crystal Palace",2012,"H",1.79,3.44,4.53,"",NA
"2012-08-25","E1","Peterboro","Leeds",2012,"A",2.85,3.36,2.37,"",NA
"2012-08-25","E1","Sheffield Weds","Millwall",2012,"H",2.04,3.34,3.6,"",NA
"2012-08-25","E1","Watford","Birmingham",2012,"H",2.58,3.29,2.64,"",NA
"2012-08-25","E1","Wolves","Derby",2012,"D",1.71,3.54,4.94,"",NA
"2012-08-26","Allsvenskan","GAIS","AIK",2012,"A",3.31,3.21,2.18,"",NA
"2012-08-26","Allsvenskan","Hacken","Elfsborg",2012,"H",2.16,3.34,3.22,"",NA
"2012-08-26","Allsvenskan","Kalmar","Goteborg",2012,"H",2.63,3.25,2.6,"",NA
"2012-08-26","D1","Hannover","Schalke 04",2012,"D",2.84,3.35,2.42,"",NA
"2012-08-26","D2","Bochum","Aalen",2012,"A",1.94,3.38,3.67,"",NA
"2012-08-26","D2","Ingolstadt","Frankfurt FSV",2012,"A",1.79,3.44,4.24,"",NA
"2012-08-26","D2","Kaiserslautern","Munich 1860",2012,"D",1.88,3.43,3.83,"",NA
"2012-08-26","E0","Liverpool","Man City",2012,"D",2.98,3.33,2.36,"",NA
"2012-08-26","E0","Stoke","Arsenal",2012,"D",3.44,3.32,2.14,"",NA
"2012-08-27","Allsvenskan","Malmo FF","Sundsvall",2012,"H",1.35,4.73,8.56,"",NA
"2012-08-27","Allsvenskan","Mjallby","Syrianska",2012,"A",1.61,3.72,5.44,"",NA
"2012-08-27","Allsvenskan","Atvidabergs","Norrkoping",2012,"D",1.83,3.6,4,"",NA
"2012-08-27","D2","Erzgebirge Aue","FC Koln",2012,"H",2.97,3.23,2.28,"",NA
"2012-08-31","Allsvenskan","Hacken","Atvidabergs",2012,"H",1.47,4.16,6.62,"",NA
"2012-08-31","Allsvenskan","Orebro","Djurgarden",2012,"A",3.33,3.31,2.13,"",NA
"2012-08-31","D1","Mainz","Greuther Furth",2012,"A",1.83,3.5,4.43,"",NA
"2012-08-31","D2","Dresden","Kaiserslautern",2012,"A",2.66,3.27,2.52,"",NA
"2012-08-31","D2","FC Koln","Cottbus",2012,"A",1.94,3.37,3.77,"",NA
"2012-08-31","D2","Munich 1860","Duisburg",2012,"H",1.6,3.77,5.33,"",NA
"2012-09-01","Allsvenskan","Malmo FF","Mjallby",2012,"D",1.42,4.26,7.43,"",NA
"2012-09-01","D1","Fortuna Dusseldorf","M'gladbach",2012,"D",2.98,3.31,2.35,"",NA
"2012-09-01","D1","Hoffenheim","Ein Frankfurt",2012,"A",2.04,3.39,3.61,"",NA
"2012-09-01","D1","Leverkusen","Freiburg",2012,"H",1.6,3.89,5.58,"",NA
"2012-09-01","D1","Nurnberg","Dortmund",2012,"D",6.11,3.92,1.55,"",NA
"2012-09-01","D1","Schalke 04","Augsburg",2012,"H",1.37,4.67,8.52,"",NA
"2012-09-01","D1","Werder Bremen","Hamburg",2012,"H",1.75,3.67,4.58,"",NA
"2012-09-01","D2","Aalen","Braunschweig",2012,"A",2.66,3.22,2.52,"",NA
"2012-09-01","D2","St Pauli","Sandhausen",2012,"H",1.54,3.83,5.82,"",NA
"2012-09-01","E0","Man City","QPR",2012,"H",1.2,6.75,13.62,"",NA
"2012-09-01","E0","Swansea","Sunderland",2012,"D",2.17,3.31,3.38,"",NA
"2012-09-01","E0","Tottenham","Norwich",2012,"D",1.37,4.85,8.33,"",NA
"2012-09-01","E0","West Brom","Everton",2012,"H",2.89,3.29,2.45,"",NA
"2012-09-01","E0","West Ham","Fulham",2012,"H",2.49,3.34,2.8,"",NA
"2012-09-01","E0","Wigan","Stoke",2012,"D",2.24,3.25,3.3,"",NA
"2012-09-01","E1","Barnsley","Bristol City",2012,"H",2.63,3.27,2.61,"",NA
"2012-09-01","E1","Birmingham","Peterboro",2012,"H",1.55,3.91,6.05,"",NA
"2012-09-01","E1","Burnley","Brighton",2012,"A",2.37,3.23,2.97,"",NA
