"Date","Div","Home","Away","Season","Res","AvgH","AvgD","AvgA","Date_Stryktipset","Matchnr"
"2008-12-13","D1","Bochum","FC Koln",2008,"A",2.12,3.25,3.29,"",NA
"2008-12-13","D1","Hamburg","Ein Frankfurt",2008,"H",1.42,4.19,7.51,"",NA
"2008-12-13","D1","Hannover","Bielefeld",2008,"D",1.84,3.36,4.18,"",NA
"2008-12-13","D1","Hertha","Karlsruhe",2008,"H",1.56,3.72,6.02,"",NA
"2008-12-13","D1","Leverkusen","Cottbus",2008,"D",1.3,4.93,9.49,"",NA
"2008-12-13","D1","Stuttgart","Bayern Munich",2008,"D",3.47,3.28,2.04,"",NA
"2008-12-13","D1","Werder Bremen","Wolfsburg",2008,"H",2.03,3.41,3.39,"",NA
"2008-12-14","D1","Hoffenheim","Schalke 04",2008,"D",2.11,3.29,3.29,"",NA
"2008-12-14","D2","Augsburg","Aachen",2008,"H",2.35,3.25,2.76,"",NA
"2008-12-14","D2","Greuther Furth","Ahlen",2008,"H",1.69,3.49,4.64,"",NA
"2008-12-14","D2","Hansa Rostock","Wehen",2008,"H",1.74,3.4,4.44,"",NA
"2008-12-14","D2","Munich 1860","Nurnberg",2008,"D",2.58,3.21,2.52,"",NA
"2008-12-14","D2","Oberhausen","Mainz",2008,"H",4.19,3.37,1.79,"",NA
"2008-12-15","D2","Kaiserslautern","Freiburg",2008,"H",2.07,3.25,3.28,"",NA
"2009-01-30","D1","Hamburg","Bayern Munich",2008,"H",3.61,3.33,2,"",NA
"2009-01-30","D2","Augsburg","Nurnberg",2008,"D",2.7,3.23,2.41,"",NA
"2009-01-30","D2","Oberhausen","Koblenz",2008,"D",2.2,3.24,3.05,"",NA
"2009-01-30","D2","Osnabruck","St Pauli",2008,"D",2.31,3.25,2.83,"",NA
"2009-01-31","D1","Dortmund","Leverkusen",2008,"D",2.53,3.24,2.65,"",NA
"2009-01-31","D1","FC Koln","Wolfsburg",2008,"D",3.32,3.26,2.12,"",NA
"2009-01-31","D1","Hannover","Schalke 04",2008,"H",2.87,3.23,2.35,"",NA
"2009-01-31","D1","Hertha","Ein Frankfurt",2008,"H",1.72,3.42,4.88,"",NA
"2009-01-31","D1","Hoffenheim","Cottbus",2008,"H",1.39,4.4,7.41,"",NA
"2009-01-31","D1","Stuttgart","M'gladbach",2008,"H",1.41,4.25,7.48,"",NA
"2009-02-01","D1","Bochum","Karlsruhe",2008,"H",1.98,3.29,3.66,"",NA
"2009-02-01","D1","Werder Bremen","Bielefeld",2008,"A",1.36,4.49,8.18,"",NA
"2009-02-01","D2","Frankfurt FSV","Ahlen",2008,"H",2.24,3.24,2.93,"",NA
"2009-02-01","D2","Greuther Furth","Ingolstadt",2008,"H",1.73,3.4,4.41,"",NA
"2009-02-01","D2","Hansa Rostock","Duisburg",2008,"A",2.22,3.23,2.96,"",NA
"2009-02-01","D2","Munich 1860","Freiburg",2008,"A",2.41,3.2,2.69,"",NA
"2009-02-01","D2","Wehen","Aachen",2008,"H",2.75,3.23,2.36,"",NA
"2009-02-02","D2","Kaiserslautern","Mainz",2008,"D",2.22,3.22,2.98,"",NA
"2009-02-06","D1","Bielefeld","Hertha",2008,"D",2.55,3.2,2.68,"",NA
"2009-02-06","D2","Aachen","Hansa Rostock",2008,"D",1.7,3.43,4.73,"",NA
"2009-02-06","D2","Freiburg","Osnabruck",2008,"H",1.4,4.12,7.63,"",NA
"2009-02-06","D2","Koblenz","Frankfurt FSV",2008,"A",2.02,3.24,3.44,"",NA
"2009-02-07","D1","Ein Frankfurt","FC Koln",2008,"D",2.1,3.26,3.32,"",NA
"2009-02-07","D1","Karlsruhe","Hamburg",2008,"H",3.82,3.29,1.93,"",NA
"2009-02-07","D1","Leverkusen","Stuttgart",2008,"A",1.79,3.39,4.33,"",NA
"2009-02-07","D1","M'gladbach","Hoffenheim",2008,"D",3.36,3.31,2.07,"",NA
"2009-02-07","D1","Schalke 04","Werder Bremen",2008,"H",2,3.3,3.57,"",NA
"2009-02-07","D1","Wolfsburg","Bochum",2008,"H",1.43,4.05,7.44,"",NA
"2009-02-08","D1","Bayern Munich","Dortmund",2008,"H",1.4,4.17,7.86,"",NA
"2009-02-08","D1","Cottbus","Hannover",2008,"H",2.53,3.2,2.65,"",NA
"2009-02-08","D2","Ahlen","Augsburg",2008,"H",2.45,3.21,2.66,"",NA
"2009-02-08","D2","Duisburg","Wehen",2008,"H",1.57,3.6,5.56,"",NA
"2009-02-08","D2","Ingolstadt","Oberhausen",2008,"D",1.92,3.27,3.72,"",NA
"2009-02-08","D2","Mainz","Munich 1860",2008,"D",1.62,3.49,5.17,"",NA
"2009-02-08","D2","St Pauli","Greuther Furth",2008,"A",2.38,3.23,2.72,"",NA
"2009-02-09","D2","Nurnberg","Kaiserslautern",2008,"H",1.99,3.23,3.49,"",NA
"2009-02-13","D1","Hoffenheim","Leverkusen",2008,"A",2.33,3.33,2.89,"",NA
"2009-02-13","D2","Greuther Furth","Frankfurt FSV",2008,"D",1.5,3.79,6.29,"",NA
"2009-02-13","D2","Oberhausen","St Pauli",2008,"H",2.38,3.25,2.76,"",NA
"2009-02-13","D2","Wehen","Koblenz",2008,"A",1.99,3.26,3.56,"",NA
"2009-02-14","D1","Bochum","Schalke 04",2008,"H",3.42,3.27,2.06,"",NA
"2009-02-14","D1","Ein Frankfurt","Wolfsburg",2008,"A",2.95,3.27,2.29,"",NA
"2009-02-14","D1","FC Koln","Karlsruhe",2008,"D",1.86,3.35,4.05,"",NA
"2009-02-14","D1","Hannover","Stuttgart",2008,"D",2.73,3.28,2.43,"",NA
"2009-02-14","D1","Hertha","Bayern Munich",2008,"H",3.92,3.38,1.89,"",NA
"2009-02-14","D1","Werder Bremen","M'gladbach",2008,"D",1.38,4.36,7.89,"",NA
"2009-02-15","D1","Dortmund","Cottbus",2008,"D",1.51,3.74,6.6,"",NA
"2009-02-15","D1","Hamburg","Bielefeld",2008,"H",1.45,3.94,7.23,"",NA
"2009-02-15","D2","Aachen","Nurnberg",2008,"H",2.45,3.21,2.69,"",NA
"2009-02-15","D2","Augsburg","Duisburg",2008,"D",2.41,3.2,2.74,"",NA
"2009-02-15","D2","Kaiserslautern","Ingolstadt",2008,"H",1.5,3.8,6.28,"",NA
"2009-02-15","D2","Munich 1860","Ahlen",2008,"H",1.7,3.43,4.57,"",NA
"2009-02-15","D2","Osnabruck","Mainz",2008,"A",3.57,3.26,1.96,"",NA
"2009-02-16","D2","Hansa Rostock","Freiburg",2008,"A",2.5,3.21,2.58,"",NA
"2009-02-20","D1","Schalke 04","Dortmund",2008,"D",1.84,3.36,4.31,"",NA
"2009-02-20","D2","Freiburg","Augsburg",2008,"H",1.58,3.58,5.72,"",NA
"2009-02-20","D2","Ingolstadt","Aachen",2008,"D",2.76,3.24,2.4,"",NA
"2009-02-20","D2","Mainz","Hansa Rostock",2008,"H",1.48,3.81,6.64,"",NA
"2009-02-21","D1","Bayern Munich","FC Koln",2008,"A",1.26,5.35,10.81,"",NA
"2009-02-21","D1","Bielefeld","Bochum",2008,"D",2.19,3.23,3.19,"",NA
"2009-02-21","D1","Cottbus","Werder Bremen",2008,"H",4.13,3.42,1.82,"",NA
"2009-02-21","D1","Karlsruhe","Ein Frankfurt",2008,"A",2.12,3.26,3.33,"",NA
"2009-02-21","D1","M'gladbach","Hannover",2008,"H",2.23,3.31,3.06,"",NA
"2009-02-21","D1","Stuttgart","Hoffenheim",2008,"D",2.07,3.31,3.39,"",NA
"2009-02-21","D1","Wolfsburg","Hertha",2008,"H",1.99,3.32,3.64,"",NA
"2009-02-22","D1","Leverkusen","Hamburg",2008,"A",2.09,3.31,3.35,"",NA
"2009-02-22","D2","Ahlen","Oberhausen",2008,"A",2.05,3.25,3.38,"",NA
"2009-02-22","D2","Duisburg","Munich 1860",2008,"H",1.79,3.34,4.26,"",NA
"2009-02-22","D2","Frankfurt FSV","Osnabruck",2008,"H",1.86,3.31,4,"",NA
"2009-02-22","D2","Koblenz","Greuther Furth",2008,"H",3.09,3.24,2.18,"",NA
"2009-02-22","D2","Nurnberg","Wehen",2008,"H",1.45,3.9,6.76,"",NA
"2009-02-23","D2","St Pauli","Kaiserslautern",2008,"H",2.59,3.23,2.53,"",NA
"2009-02-27","D1","FC Koln","Bielefeld",2008,"D",1.95,3.28,3.88,"",NA
"2009-02-27","D2","Hansa Rostock","Ahlen",2008,"D",1.72,3.47,4.65,"",NA
"2009-02-27","D2","Nurnberg","Mainz",2008,"D",2.26,3.25,3.01,"",NA
"2009-02-27","D2","Wehen","Freiburg",2008,"A",3.66,3.28,1.97,"",NA
"2009-02-28","D1","Bochum","Cottbus",2008,"H",2,3.28,3.67,"",NA
"2009-02-28","D1","Dortmund","Hoffenheim",2008,"D",2.35,3.25,2.89,"",NA
"2009-02-28","D1","Ein Frankfurt","Schalke 04",2008,"A",3.47,3.29,2.05,"",NA
"2009-02-28","D1","Hannover","Leverkusen",2008,"H",3.35,3.32,2.09,"",NA
"2009-02-28","D1","Hertha","M'gladbach",2008,"H",1.54,3.73,6.22,"",NA
"2009-03-01","D1","Hamburg","Wolfsburg",2008,"A",1.87,3.4,3.97,"",NA
"2009-03-01","D1","Karlsruhe","Stuttgart",2008,"A",3.21,3.27,2.17,"",NA
"2009-03-01","D1","Werder Bremen","Bayern Munich",2008,"D",2.99,3.29,2.27,"",NA
"2009-03-01","D2","Augsburg","Koblenz",2008,"A",1.79,3.37,4.28,"",NA
"2009-03-01","D2","Kaiserslautern","Greuther Furth",2008,"A",1.95,3.29,3.7,"",NA
"2009-03-01","D2","Munich 1860","St Pauli",2008,"H",1.88,3.31,3.93,"",NA
"2009-03-01","D2","Oberhausen","Frankfurt FSV",2008,"H",2.19,3.22,3.1,"",NA
"2009-03-01","D2","Osnabruck","Ingolstadt",2008,"H",2.04,3.25,3.45,"",NA
"2009-03-02","D2","Aachen","Duisburg",2008,"A",2.18,3.23,3.08,"",NA
"2009-03-06","D1","Schalke 04","FC Koln",2008,"H",1.59,3.62,5.86,"",NA
"2009-03-06","D2","Frankfurt FSV","Kaiserslautern",2008,"H",2.69,3.24,2.47,"",NA
"2009-03-06","D2","Koblenz","Osnabruck",2008,"H",1.84,3.33,4.1,"",NA
"2009-03-06","D2","St Pauli","Hansa Rostock",2008,"H",2.15,3.24,3.21,"",NA
"2009-03-07","D1","Bayern Munich","Hannover",2008,"H",1.3,5.05,9.78,"",NA
"2009-03-07","D1","Cottbus","Hertha",2008,"A",2.82,3.26,2.41,"",NA
"2009-03-07","D1","Hoffenheim","Werder Bremen",2008,"D",2.81,3.29,2.4,"",NA
"2009-03-07","D1","M'gladbach","Hamburg",2008,"H",3.3,3.3,2.13,"",NA
"2009-03-07","D1","Stuttgart","Dortmund",2008,"H",1.91,3.34,3.97,"",NA
"2009-03-07","D1","Wolfsburg","Karlsruhe",2008,"H",1.38,4.42,7.94,"",NA
"2009-03-08","D1","Bielefeld","Ein Frankfurt",2008,"D",2.09,3.26,3.45,"",NA
"2009-03-08","D1","Leverkusen","Bochum",2008,"D",1.49,3.92,6.65,"",NA
"2009-03-08","D2","Ahlen","Wehen",2008,"H",2.05,3.26,3.37,"",NA
"2009-03-08","D2","Freiburg","Aachen",2008,"H",1.69,3.42,4.79,"",NA
"2009-03-08","D2","Greuther Furth","Oberhausen",2008,"H",1.59,3.56,5.49,"",NA
"2009-03-08","D2","Ingolstadt","Munich 1860",2008,"A",2.66,3.22,2.47,"",NA
"2009-03-08","D2","Mainz","Augsburg",2008,"D",1.54,3.64,5.98,"",NA
"2009-03-09","D2","Duisburg","Nurnberg",2008,"D",2.19,3.21,3.09,"",NA
"2009-03-13","D1","Wolfsburg","Schalke 04",2008,"H",2.17,3.25,3.26,"",NA
"2009-03-13","D2","Kaiserslautern","Koblenz",2008,"H",1.7,3.44,4.74,"",NA
"2009-03-13","D2","Munich 1860","Frankfurt FSV",2008,"D",1.8,3.32,4.31,"",NA
"2009-03-13","D2","Nurnberg","Ahlen",2008,"H",1.46,3.89,6.87,"",NA
"2009-03-14","D1","Bochum","Bayern Munich",2008,"A",5.7,3.73,1.57,"",NA
"2009-03-14","D1","Ein Frankfurt","Hoffenheim",2008,"D",2.88,3.26,2.35,"",NA
"2009-03-14","D1","FC Koln","M'gladbach",2008,"A",2.11,3.25,3.38,"",NA
"2009-03-14","D1","Hannover","Dortmund",2008,"D",2.47,3.23,2.74,"",NA
"2009-03-14","D1","Hertha","Leverkusen",2008,"H",2.32,3.28,2.92,"",NA
"2009-03-14","D1","Karlsruhe","Bielefeld",2008,"A",2.16,3.25,3.24,"",NA
"2009-03-15","D1","Hamburg","Cottbus",2008,"H",1.41,4.13,7.81,"",NA
"2009-03-15","D1","Werder Bremen","Stuttgart",2008,"H",1.95,3.38,3.68,"",NA
"2009-03-15","D2","Aachen","St Pauli",2008,"A",1.7,3.46,4.66,"",NA
"2009-03-15","D2","Augsburg","Oberhausen",2008,"A",1.92,3.27,3.72,"",NA
"2009-03-15","D2","Duisburg","Freiburg",2008,"H",2.37,3.21,2.78,"",NA
"2009-03-15","D2","Hansa Rostock","Ingolstadt",2008,"D",1.68,3.44,4.8,"",NA
"2009-03-15","D2","Osnabruck","Greuther Furth",2008,"H",2.93,3.26,2.25,"",NA
"2009-03-16","D2","Wehen","Mainz",2008,"A",4.15,3.32,1.81,"",NA
"2009-03-20","D1","M'gladbach","Bochum",2008,"A",2,3.32,3.65,"",NA
"2009-03-20","D2","Frankfurt FSV","Wehen",2008,"H",1.8,3.36,4.28,"",NA
"2009-03-20","D2","Koblenz","Hansa Rostock",2008,"D",1.99,3.3,3.55,"",NA
"2009-03-20","D2","Oberhausen","Osnabruck",2008,"D",2.06,3.26,3.42,"",NA
"2009-03-21","D1","Bayern Munich","Karlsruhe",2008,"H",1.17,6.58,14.16,"",NA
"2009-03-21","D1","Bielefeld","Wolfsburg",2008,"A",3.4,3.3,2.08,"",NA
"2009-03-21","D1","Cottbus","FC Koln",2008,"A",2.32,3.26,2.93,"",NA
"2009-03-21","D1","Dortmund","Werder Bremen",2008,"H",2.77,3.24,2.43,"",NA
"2009-03-21","D1","Hoffenheim","Hannover",2008,"D",1.59,3.65,5.59,"",NA
"2009-03-21","D1","Leverkusen","Ein Frankfurt",2008,"D",1.5,3.83,6.62,"",NA
"2009-03-21","D1","Stuttgart","Hertha",2008,"H",2.17,3.3,3.17,"",NA
"2009-03-22","D1","Schalke 04","Hamburg",2008,"A",2.15,3.25,3.27,"",NA
"2009-03-22","D2","Ahlen","Kaiserslautern",2008,"A",2.84,3.23,2.34,"",NA
"2009-03-22","D2","Greuther Furth","Munich 1860",2008,"H",1.97,3.28,3.61,"",NA
"2009-03-22","D2","Ingolstadt","Duisburg",2008,"D",3.28,3.25,2.1,"",NA
"2009-03-22","D2","Mainz","Aachen",2008,"A",1.6,3.52,5.54,"",NA
"2009-03-22","D2","St Pauli","Augsburg",2008,"D",1.96,3.3,3.65,"",NA
"2009-03-23","D2","Freiburg","Nurnberg",2008,"A",2.05,3.23,3.39,"",NA
"2009-04-03","D1","Bielefeld","Schalke 04",2008,"A",3.55,3.26,2.05,"",NA
"2009-04-03","D2","Augsburg","Ingolstadt",2008,"D",1.86,3.31,4.03,"",NA
"2009-04-03","D2","Duisburg","Mainz",2008,"A",2.31,3.22,2.91,"",NA
"2009-04-03","D2","Nurnberg","Koblenz",2008,"H",1.52,3.7,6.33,"",NA
"2009-04-04","D1","Bochum","Stuttgart",2008,"A",2.96,3.27,2.32,"",NA
"2009-04-04","D1","Ein Frankfurt","Cottbus",2008,"H",1.85,3.35,4.21,"",NA
"2009-04-04","D1","Hamburg","Hoffenheim",2008,"H",1.78,3.43,4.45,"",NA
"2009-04-04","D1","Hertha","Dortmund",2008,"A",2,3.29,3.7,"",NA
"2009-04-04","D1","Wolfsburg","Bayern Munich",2008,"H",2.62,3.27,2.58,"",NA
"2009-04-05","D1","FC Koln","Leverkusen",2008,"A",3.27,3.26,2.15,"",NA
"2009-04-05","D1","Karlsruhe","M'gladbach",2008,"D",2.33,3.25,2.95,"",NA
"2009-04-05","D1","Werder Bremen","Hannover",2008,"H",1.42,4.23,7.44,"",NA
"2009-04-05","D2","Aachen","Greuther Furth",2008,"H",2.25,3.25,2.98,"",NA
"2009-04-05","D2","Hansa Rostock","Frankfurt FSV",2008,"H",1.97,3.28,3.64,"",NA
"2009-04-05","D2","Kaiserslautern","Oberhausen",2008,"D",1.54,3.64,6.07,"",NA
"2009-04-05","D2","Munich 1860","Osnabruck",2008,"D",1.82,3.36,4.13,"",NA
"2009-04-05","D2","Wehen","St Pauli",2008,"H",2.52,3.23,2.61,"",NA
"2009-04-06","D2","Freiburg","Ahlen",2008,"D",1.34,4.23,8.85,"",NA
"2009-04-09","D2","Greuther Furth","Hansa Rostock",2008,"A",1.75,3.46,4.44,"",NA
"2009-04-09","D2","Ingolstadt","Wehen",2008,"D",2,3.27,3.57,"",NA
"2009-04-09","D2","Oberhausen","Nurnberg",2008,"A",3.38,3.26,2.07,"",NA
"2009-04-11","D1","Bayern Munich","Ein Frankfurt",2008,"H",1.28,5.21,9.74,"",NA
"2009-04-11","D1","Cottbus","Bielefeld",2008,"H",2.26,3.22,3.1,"",NA
"2009-04-11","D1","Dortmund","FC Koln",2008,"H",1.72,3.46,4.83,"",NA
"2009-04-11","D1","Hannover","Hertha",2008,"H",2.48,3.25,2.73,"",NA
"2009-04-11","D1","Hoffenheim","Bochum",2008,"A",1.66,3.55,5.23,"",NA
"2009-04-11","D1","M'gladbach","Wolfsburg",2008,"A",3.95,3.37,1.9,"",NA
"2009-04-11","D1","Schalke 04","Karlsruhe",2008,"H",1.31,4.84,9.59,"",NA
"2009-04-12","D1","Leverkusen","Werder Bremen",2008,"D",2.35,3.31,2.85,"",NA
"2009-04-12","D1","Stuttgart","Hamburg",2008,"H",2.12,3.3,3.3,"",NA
"2009-04-12","D2","Ahlen","Aachen",2008,"A",2.94,3.24,2.27,"",NA
"2009-04-12","D2","Frankfurt FSV","Augsburg",2008,"H",2.06,3.23,3.41,"",NA
"2009-04-12","D2","Koblenz","Munich 1860",2008,"H",2.31,3.24,2.88,"",NA
"2009-04-12","D2","Osnabruck","Kaiserslautern",2008,"A",2.73,3.22,2.43,"",NA
"2009-04-12","D2","St Pauli","Duisburg",2008,"D",2.72,3.23,2.43,"",NA
"2009-04-13","D2","Mainz","Freiburg",2008,"A",2.21,3.2,3.08,"",NA
"2009-04-17","D1","Schalke 04","Cottbus",2008,"H",1.33,4.67,9.51,"",NA
"2009-04-17","D2","Augsburg","Osnabruck",2008,"H",2,3.24,3.62,"",NA
"2009-04-17","D2","Hansa Rostock","Oberhausen",2008,"H",1.65,3.54,5.08,"",NA
"2009-04-17","D2","Mainz","Ahlen",2008,"D",1.29,4.83,9.81,"",NA
"2009-04-18","D1","Bielefeld","Bayern Munich",2008,"A",7.12,3.97,1.47,"",NA
"2009-04-18","D1","Bochum","Dortmund",2008,"A",2.85,3.27,2.39,"",NA
"2009-04-18","D1","Ein Frankfurt","M'gladbach",2008,"H",2.1,3.28,3.4,"",NA
"2009-04-18","D1","FC Koln","Stuttgart",2008,"A",3.37,3.3,2.11,"",NA
"2009-04-18","D1","Karlsruhe","Hoffenheim",2008,"D",2.79,3.28,2.43,"",NA
"2009-04-18","D1","Wolfsburg","Leverkusen",2008,"H",1.92,3.35,3.92,"",NA
"2009-04-19","D1","Hamburg","Hannover",2008,"H",1.46,4.04,7.08,"",NA
"2009-04-19","D1","Hertha","Werder Bremen",2008,"H",2.75,3.28,2.46,"",NA
"2009-04-19","D2","Aachen","Frankfurt FSV",2008,"H",1.67,3.46,4.89,"",NA
"2009-04-19","D2","Duisburg","Koblenz",2008,"A",1.55,3.59,5.89,"",NA
"2009-04-19","D2","Freiburg","Ingolstadt",2008,"H",1.36,4.27,8.27,"",NA
"2009-04-19","D2","Nurnberg","St Pauli",2008,"H",1.37,4.23,8.07,"",NA
"2009-04-19","D2","Wehen","Greuther Furth",2008,"A",3.03,3.24,2.21,"",NA
"2009-04-20","D2","Munich 1860","Kaiserslautern",2008,"D",2.57,3.2,2.54,"",NA
"2009-04-24","D1","Hoffenheim","Hertha",2008,"A",2.46,3.29,2.76,"",NA
"2009-04-24","D2","Ahlen","Duisburg",2008,"A",3.13,3.25,2.17,"",NA
"2009-04-24","D2","Greuther Furth","Augsburg",2008,"H",1.7,3.45,4.71,"",NA
"2009-04-24","D2","St Pauli","Freiburg",2008,"A",3.26,3.26,2.11,"",NA
"2009-04-25","D1","Bayern Munich","Schalke 04",2008,"A",1.62,3.65,5.45,"",NA
"2009-04-25","D1","Dortmund","Hamburg",2008,"H",2.26,3.28,3.03,"",NA
"2009-04-25","D1","Hannover","FC Koln",2008,"H",1.89,3.36,4.01,"",NA
"2009-04-25","D1","Leverkusen","Karlsruhe",2008,"A",1.38,4.41,8.06,"",NA
"2009-04-25","D1","Stuttgart","Ein Frankfurt",2008,"H",1.39,4.37,7.94,"",NA
"2009-04-25","D1","Werder Bremen","Bochum",2008,"H",1.45,4.14,7.13,"",NA
"2009-04-26","D1","Cottbus","Wolfsburg",2008,"H",5.48,3.64,1.62,"",NA
"2009-04-26","D1","M'gladbach","Bielefeld",2008,"D",1.93,3.35,3.9,"",NA
"2009-04-26","D2","Frankfurt FSV","Nurnberg",2008,"H",3.61,3.26,1.97,"",NA
"2009-04-26","D2","Ingolstadt","Mainz",2008,"A",3.98,3.31,1.86,"",NA
"2009-04-26","D2","Kaiserslautern","Wehen",2008,"H",1.39,4.1,7.77,"",NA
"2009-04-26","D2","Koblenz","Aachen",2008,"A",2.46,3.21,2.68,"",NA
"2009-04-26","D2","Oberhausen","Munich 1860",2008,"D",2.43,3.19,2.71,"",NA
"2009-04-27","D2","Osnabruck","Hansa Rostock",2008,"D",2.57,3.17,2.56,"",NA
"2009-05-01","D1","Bochum","Hannover",2008,"A",1.99,3.34,3.62,"",NA
"2009-05-01","D2","Augsburg","Munich 1860",2008,"H",2.26,3.14,3.04,"",NA
"2009-05-01","D2","Hansa Rostock","Kaiserslautern",2008,"H",2.34,3.23,2.87,"",NA
"2009-05-01","D2","Wehen","Osnabruck",2008,"A",2.38,3.25,2.78,"",NA
"2009-05-02","D1","Bayern Munich","M'gladbach",2008,"H",1.26,5.47,10.15,"",NA
"2009-05-02","D1","Bielefeld","Stuttgart",2008,"D",4.26,3.39,1.83,"",NA
"2009-05-02","D1","Ein Frankfurt","Dortmund",2008,"A",3.2,3.31,2.16,"",NA
"2009-05-02","D1","Karlsruhe","Cottbus",2008,"D",2.07,3.29,3.46,"",NA
"2009-05-02","D1","Schalke 04","Leverkusen",2008,"A",1.78,3.44,4.47,"",NA
"2009-05-02","D1","Wolfsburg","Hoffenheim",2008,"H",1.48,4,6.6,"",NA
"2009-05-03","D1","FC Koln","Werder Bremen",2008,"H",3.1,3.3,2.22,"",NA
"2009-05-03","D1","Hamburg","Hertha",2008,"D",1.94,3.34,3.79,"",NA
"2009-05-03","D2","Aachen","Oberhausen",2008,"D",1.45,3.93,6.82,"",NA
"2009-05-03","D2","Ahlen","St Pauli",2008,"H",2.14,3.27,3.13,"",NA
"2009-05-03","D2","Freiburg","Frankfurt FSV",2008,"H",1.41,4.05,7.24,"",NA
"2009-05-03","D2","Mainz","Koblenz",2008,"H",1.5,3.77,6.23,"",NA
"2009-05-03","D2","Nurnberg","Ingolstadt",2008,"H",1.36,4.32,7.87,"",NA
"2009-05-04","D2","Duisburg","Greuther Furth",2008,"H",2.12,3.26,3.16,"",NA
"2009-05-08","D1","Leverkusen","Bielefeld",2008,"D",1.55,3.78,6.01,"",NA
"2009-05-08","D2","Frankfurt FSV","Duisburg",2008,"D",2.8,3.26,2.38,"",NA
"2009-05-08","D2","Kaiserslautern","Augsburg",2008,"H",1.56,3.68,5.77,"",NA
"2009-05-08","D2","Munich 1860","Hansa Rostock",2008,"D",2.46,3.16,2.77,"",NA
"2009-05-08","D2","Oberhausen","Wehen",2008,"A",1.55,3.73,5.86,"",NA
"2009-05-08","D2","Osnabruck","Aachen",2008,"H",2.7,3.25,2.45,"",NA
"2009-05-09","D1","Cottbus","Bayern Munich",2008,"A",7.08,4.15,1.44,"",NA
"2009-05-09","D1","Dortmund","Karlsruhe",2008,"H",1.43,4.13,7.38,"",NA
"2009-05-09","D1","Hannover","Ein Frankfurt",2008,"D",1.93,3.33,3.86,"",NA
"2009-05-09","D1","Hertha","Bochum",2008,"H",1.55,3.72,6.11,"",NA
"2009-05-09","D1","Hoffenheim","FC Koln",2008,"H",1.91,3.37,3.88,"",NA
"2009-05-09","D1","Stuttgart","Wolfsburg",2008,"H",2.23,3.31,3.04,"",NA
"2009-05-10","D1","M'gladbach","Schalke 04",2008,"H",3.24,3.3,2.15,"",NA
"2009-05-10","D1","Werder Bremen","Hamburg",2008,"H",2.45,3.31,2.74,"",NA
"2009-05-10","D2","Greuther Furth","Nurnberg",2008,"D",2.48,3.22,2.64,"",NA
"2009-05-10","D2","Ingolstadt","Ahlen",2008,"A",2.03,3.31,3.38,"",NA
"2009-05-10","D2","Koblenz","Freiburg",2008,"A",3.09,3.19,2.21,"",NA
"2009-05-10","D2","St Pauli","Mainz",2008,"H",3.52,3.31,1.98,"",NA
"2009-05-12","D1","Bayern Munich","Leverkusen",2008,"H",1.33,4.78,8.87,"",NA
"2009-05-12","D1","FC Koln","Hertha",2008,"A",4.46,3.49,1.78,"",NA
"2009-05-12","D1","Karlsruhe","Hannover",2008,"A",1.98,3.46,3.55,"",NA
"2009-05-12","D1","Wolfsburg","Dortmund",2008,"H",1.98,3.45,3.56,"",NA
"2009-05-12","D2","Aachen","Kaiserslautern",2008,"H",2.22,3.33,3.01,"",NA
"2009-05-12","D2","Duisburg","Oberhausen",2008,"D",1.54,3.7,5.99,"",NA
"2009-05-12","D2","Hansa Rostock","Augsburg",2008,"D",1.67,3.54,4.9,"",NA
"2009-05-12","D2","Wehen","Munich 1860",2008,"D",3.3,3.35,2.05,"",NA
"2009-05-13","D1","Bielefeld","Hoffenheim",2008,"A",2.2,3.32,3.11,"",NA
"2009-05-13","D1","Cottbus","M'gladbach",2008,"A",2.3,3.24,2.97,"",NA
"2009-05-13","D1","Ein Frankfurt","Werder Bremen",2008,"A",2.53,3.3,2.62,"",NA
"2009-05-13","D1","Hamburg","Bochum",2008,"H",1.44,4.05,7.22,"",NA
"2009-05-13","D1","Schalke 04","Stuttgart",2008,"A",2.43,3.3,2.74,"",NA
"2009-05-13","D2","Ahlen","Koblenz",2008,"D",2.41,3.21,2.75,"",NA
"2009-05-13","D2","Freiburg","Greuther Furth",2008,"D",2.29,3.26,2.87,"",NA
"2009-05-13","D2","Mainz","Frankfurt FSV",2008,"H",1.43,3.95,7.19,"",NA
"2009-05-13","D2","Nurnberg","Osnabruck",2008,"H",1.37,4.27,7.82,"",NA
"2009-05-14","D2","Ingolstadt","St. Pauli",2008,"A",2.06,3.33,3.25,"",NA
"2009-05-16","D1","Bochum","Ein Frankfurt",2008,"H",1.79,3.46,4.3,"",NA
"2009-05-16","D1","Dortmund","Bielefeld",2008,"H",1.44,4.17,7.02,"",NA
"2009-05-16","D1","Hamburg","FC Koln",2008,"A",1.26,5.36,10.35,"",NA
"2009-05-16","D1","Hannover","Wolfsburg",2008,"A",5.32,3.77,1.6,"",NA
"2009-05-16","D1","Hertha","Schalke 04",2008,"D",1.72,3.63,4.53,"",NA
"2009-05-16","D1","Hoffenheim","Bayern Munich",2008,"D",6.38,3.95,1.5,"",NA
"2009-05-16","D1","Leverkusen","M'gladbach",2008,"H",1.97,3.38,3.64,"",NA
"2009-05-16","D1","Stuttgart","Cottbus",2008,"H",1.27,5.25,10.28,"",NA
