"Date","Div","Season","Res","Odds","OddsDraw","OddsOpp","Team","Facing","H_A","Win","Draw","Lost","Odds_Intervall","Country","NrWin","NrDraw","NrLost","WinPerc","DrawPerc","LostPerc","Matchday","NrWinL5","NrDrawL5","NrLostL5","L5WinPerc","L5DrawPerc","L5LostPerc","NrWin_H_A","NrDraw_H_A","NrLost_H_A","H_A_WinPerc","H_A_DrawPerc","H_A_LostPerc"
"2012-12-17","E0",2012,"Win",1.65,3.86,5.07,"Arsenal","Reading","A",1,0,0,"(1.5,2]","EN",6,6,4,0.375,0.375,0.25,17,2,2,1,0.4,0.4,0.2,2,4,2,0.25,0.5,0.25
"2012-12-22","E0",2012,"Win",1.73,3.71,4.63,"Arsenal","Wigan","A",1,0,0,"(1.5,2]","EN",7,6,4,0.411764705882353,0.352941176470588,0.235294117647059,18,2,2,1,0.4,0.4,0.2,3,4,2,0.333333333333333,0.444444444444444,0.222222222222222
"2012-12-29","E0",2012,"Win",1.42,4.49,7.57,"Arsenal","Newcastle","H",1,0,0,"(1,1.5]","EN",8,6,4,0.444444444444444,0.333333333333333,0.222222222222222,19,3,1,1,0.6,0.2,0.2,4,2,2,0.5,0.25,0.25
"2013-01-01","E0",2012,"Draw",1.7,3.82,4.85,"Arsenal","Southampton","A",0,1,0,"(1.5,2]","EN",9,6,4,0.473684210526316,0.315789473684211,0.210526315789474,20,4,0,1,0.8,0,0.2,4,4,2,0.4,0.4,0.2
"2013-01-13","E0",2012,"Lost",2.59,3.37,2.69,"Arsenal","Man City","H",0,0,1,"(2.5,3]","EN",9,7,4,0.45,0.35,0.2,21,4,1,0,0.8,0.2,0,5,2,2,0.555555555555556,0.222222222222222,0.222222222222222
"2013-01-20","E0",2012,"Lost",3.99,3.58,1.9,"Arsenal","Chelsea","A",0,0,1,"(3.5,4]","EN",9,7,5,0.428571428571429,0.333333333333333,0.238095238095238,22,3,1,1,0.6,0.2,0.2,4,5,2,0.363636363636364,0.454545454545455,0.181818181818182
"2013-01-23","E0",2012,"Win",1.44,4.38,7.34,"Arsenal","West Ham","H",1,0,0,"(1,1.5]","EN",9,7,6,0.409090909090909,0.318181818181818,0.272727272727273,23,2,1,2,0.4,0.2,0.4,5,2,3,0.5,0.2,0.3
"2013-01-30","E0",2012,"Draw",2.33,3.36,3.02,"Arsenal","Liverpool","H",0,1,0,"(2,2.5]","EN",10,7,6,0.434782608695652,0.304347826086957,0.260869565217391,24,2,1,2,0.4,0.2,0.4,6,2,3,0.545454545454545,0.181818181818182,0.272727272727273
"2013-02-02","E0",2012,"Win",1.4,4.45,8.43,"Arsenal","Stoke","H",1,0,0,"(1,1.5]","EN",10,8,6,0.416666666666667,0.333333333333333,0.25,25,1,2,2,0.2,0.4,0.4,6,3,3,0.5,0.25,0.25
"2013-02-09","E0",2012,"Win",1.86,3.55,4.22,"Arsenal","Sunderland","A",1,0,0,"(1.5,2]","EN",11,8,6,0.44,0.32,0.24,26,2,1,2,0.4,0.2,0.4,4,5,3,0.333333333333333,0.416666666666667,0.25
"2013-02-23","E0",2012,"Win",1.31,5.27,9.83,"Arsenal","Aston Villa","H",1,0,0,"(1,1.5]","EN",12,8,6,0.461538461538462,0.307692307692308,0.230769230769231,27,3,1,1,0.6,0.2,0.2,7,3,3,0.538461538461538,0.230769230769231,0.230769230769231
"2013-03-03","E0",2012,"Lost",3.09,3.4,2.29,"Arsenal","Tottenham","A",0,0,1,"(3,3.5]","EN",13,8,6,0.481481481481481,0.296296296296296,0.222222222222222,28,4,1,0,0.8,0.2,0,5,5,3,0.384615384615385,0.384615384615385,0.230769230769231
"2013-03-16","E0",2012,"Win",2.22,3.35,3.24,"Arsenal","Swansea","A",1,0,0,"(2,2.5]","EN",13,8,7,0.464285714285714,0.285714285714286,0.25,29,3,1,1,0.6,0.2,0.2,5,5,4,0.357142857142857,0.357142857142857,0.285714285714286
"2013-03-30","E0",2012,"Win",1.23,6.08,12.13,"Arsenal","Reading","H",1,0,0,"(1,1.5]","EN",14,8,7,0.482758620689655,0.275862068965517,0.241379310344828,30,4,0,1,0.8,0,0.2,8,3,3,0.571428571428571,0.214285714285714,0.214285714285714
"2013-04-06","E0",2012,"Win",1.93,3.51,3.93,"Arsenal","West Brom","A",1,0,0,"(1.5,2]","EN",15,8,7,0.5,0.266666666666667,0.233333333333333,31,4,0,1,0.8,0,0.2,6,5,4,0.4,0.333333333333333,0.266666666666667
"2013-04-13","E0",2012,"Win",1.24,5.94,12.09,"Arsenal","Norwich","H",1,0,0,"(1,1.5]","EN",16,8,7,0.516129032258065,0.258064516129032,0.225806451612903,32,4,0,1,0.8,0,0.2,9,3,3,0.6,0.2,0.2
"2013-04-16","E0",2012,"Draw",1.72,3.82,4.8,"Arsenal","Everton","H",0,1,0,"(1.5,2]","EN",17,8,7,0.53125,0.25,0.21875,33,4,0,1,0.8,0,0.2,10,3,3,0.625,0.1875,0.1875
"2013-04-20","E0",2012,"Win",1.74,3.72,4.74,"Arsenal","Fulham","A",1,0,0,"(1.5,2]","EN",17,9,7,0.515151515151515,0.272727272727273,0.212121212121212,34,4,1,0,0.8,0.2,0,7,5,4,0.4375,0.3125,0.25
"2013-04-28","E0",2012,"Draw",2.18,3.44,3.23,"Arsenal","Man United","H",0,1,0,"(2,2.5]","EN",18,9,7,0.529411764705882,0.264705882352941,0.205882352941176,35,4,1,0,0.8,0.2,0,10,4,3,0.588235294117647,0.235294117647059,0.176470588235294
"2013-05-04","E0",2012,"Win",1.41,4.53,7.77,"Arsenal","QPR","A",1,0,0,"(1,1.5]","EN",18,10,7,0.514285714285714,0.285714285714286,0.2,36,3,2,0,0.6,0.4,0,8,5,4,0.470588235294118,0.294117647058824,0.235294117647059
"2013-05-14","E0",2012,"Win",1.36,5.15,8.01,"Arsenal","Wigan","H",1,0,0,"(1,1.5]","EN",19,10,7,0.527777777777778,0.277777777777778,0.194444444444444,37,3,2,0,0.6,0.4,0,10,5,3,0.555555555555556,0.277777777777778,0.166666666666667
"2013-05-19","E0",2012,"Win",1.52,4.3,5.9,"Arsenal","Newcastle","A",1,0,0,"(1.5,2]","EN",20,10,7,0.540540540540541,0.27027027027027,0.189189189189189,38,3,2,0,0.6,0.4,0,9,5,4,0.5,0.277777777777778,0.222222222222222
"2013-08-17","E0",2013,"Lost",1.4,4.68,7.87,"Arsenal","Aston Villa","H",0,0,1,"(1,1.5]","EN",NA,NA,NA,0,0,0,1,4,1,0,0.8,0.2,0,NA,NA,NA,0,0,0
"2013-08-24","E0",2013,"Win",2.1,3.38,3.51,"Arsenal","Fulham","A",1,0,0,"(2,2.5]","EN",0,0,1,0,0,1,2,3,1,1,0.6,0.2,0.2,NA,NA,NA,0,0,0
"2013-09-01","E0",2013,"Win",2.08,3.46,3.47,"Arsenal","Tottenham","H",1,0,0,"(2,2.5]","EN",1,0,1,0.5,0,0.5,3,4,0,1,0.8,0,0.2,0,0,1,0,0,1
"2013-09-14","E0",2013,"Win",1.66,3.69,5.43,"Arsenal","Sunderland","A",1,0,0,"(1.5,2]","EN",2,0,1,0.666666666666667,0,0.333333333333333,4,4,0,1,0.8,0,0.2,1,0,0,1,0,0
"2013-09-22","E0",2013,"Win",1.35,4.88,9.25,"Arsenal","Stoke","H",1,0,0,"(1,1.5]","EN",3,0,1,0.75,0,0.25,5,4,0,1,0.8,0,0.2,1,0,1,0.5,0,0.5
"2013-09-28","E0",2013,"Win",2.31,3.32,3.11,"Arsenal","Swansea","A",1,0,0,"(2,2.5]","EN",4,0,1,0.8,0,0.2,6,4,0,1,0.8,0,0.2,2,0,0,1,0,0
"2013-10-06","E0",2013,"Draw",1.76,3.73,4.54,"Arsenal","West Brom","A",0,1,0,"(1.5,2]","EN",5,0,1,0.833333333333333,0,0.166666666666667,7,5,0,0,1,0,0,3,0,0,1,0,0
"2013-10-19","E0",2013,"Win",1.29,5.39,10.72,"Arsenal","Norwich","H",1,0,0,"(1,1.5]","EN",5,1,1,0.714285714285714,0.142857142857143,0.142857142857143,8,4,1,0,0.8,0.2,0,2,0,1,0.666666666666667,0,0.333333333333333
"2013-10-26","E0",2013,"Win",1.36,4.82,8.85,"Arsenal","Crystal Palace","A",1,0,0,"(1,1.5]","EN",6,1,1,0.75,0.125,0.125,9,4,1,0,0.8,0.2,0,3,1,0,0.75,0.25,0
"2013-11-02","E0",2013,"Win",2.26,3.35,3.18,"Arsenal","Liverpool","H",1,0,0,"(2,2.5]","EN",7,1,1,0.777777777777778,0.111111111111111,0.111111111111111,10,4,1,0,0.8,0.2,0,3,0,1,0.75,0,0.25
"2013-11-10","E0",2013,"Lost",3.16,3.35,2.26,"Arsenal","Man United","A",0,0,1,"(3,3.5]","EN",8,1,1,0.8,0.1,0.1,11,4,1,0,0.8,0.2,0,4,1,0,0.8,0.2,0
"2013-11-23","E0",2013,"Win",1.6,3.88,5.82,"Arsenal","Southampton","H",1,0,0,"(1.5,2]","EN",8,1,2,0.727272727272727,0.0909090909090909,0.181818181818182,12,3,1,1,0.6,0.2,0.2,4,0,1,0.8,0,0.2
"2013-11-30","E0",2013,"Win",1.6,3.92,5.67,"Arsenal","Cardiff","A",1,0,0,"(1.5,2]","EN",9,1,2,0.75,0.0833333333333333,0.166666666666667,13,4,0,1,0.8,0,0.2,4,1,1,0.666666666666667,0.166666666666667,0.166666666666667
"2013-12-04","E0",2013,"Win",1.2,6.62,14.26,"Arsenal","Hull","H",1,0,0,"(1,1.5]","EN",10,1,2,0.769230769230769,0.0769230769230769,0.153846153846154,14,4,0,1,0.8,0,0.2,5,0,1,0.833333333333333,0,0.166666666666667
"2013-12-08","E0",2013,"Draw",1.69,3.7,5.18,"Arsenal","Everton","H",0,1,0,"(1.5,2]","EN",11,1,2,0.785714285714286,0.0714285714285714,0.142857142857143,15,4,0,1,0.8,0,0.2,6,0,1,0.857142857142857,0,0.142857142857143
"2013-12-14","E0",2013,"Lost",4.49,3.65,1.79,"Arsenal","Man City","A",0,0,1,"(4,5]","EN",11,2,2,0.733333333333333,0.133333333333333,0.133333333333333,16,3,1,1,0.6,0.2,0.2,5,1,1,0.714285714285714,0.142857142857143,0.142857142857143
"2013-12-23","E0",2013,"Draw",2.33,3.31,3.12,"Arsenal","Chelsea","H",0,1,0,"(2,2.5]","EN",11,2,3,0.6875,0.125,0.1875,17,3,1,1,0.6,0.2,0.2,6,1,1,0.75,0.125,0.125
"2013-12-26","E0",2013,"Win",1.6,3.88,5.79,"Arsenal","West Ham","A",1,0,0,"(1.5,2]","EN",11,3,3,0.647058823529412,0.176470588235294,0.176470588235294,18,2,2,1,0.4,0.4,0.2,5,1,2,0.625,0.125,0.25
"2013-12-29","E0",2013,"Win",1.96,3.48,3.89,"Arsenal","Newcastle","A",1,0,0,"(1.5,2]","EN",12,3,3,0.666666666666667,0.166666666666667,0.166666666666667,19,2,2,1,0.4,0.4,0.2,6,1,2,0.666666666666667,0.111111111111111,0.222222222222222
"2014-01-01","E0",2013,"Win",1.26,5.88,11.7,"Arsenal","Cardiff","H",1,0,0,"(1,1.5]","EN",13,3,3,0.684210526315789,0.157894736842105,0.157894736842105,20,2,2,1,0.4,0.4,0.2,6,2,1,0.666666666666667,0.222222222222222,0.111111111111111
"2014-01-13","E0",2013,"Win",1.58,3.92,5.96,"Arsenal","Aston Villa","A",1,0,0,"(1.5,2]","EN",14,3,3,0.7,0.15,0.15,21,3,1,1,0.6,0.2,0.2,7,1,2,0.7,0.1,0.2
"2014-01-18","E0",2013,"Win",1.22,6.45,13.12,"Arsenal","Fulham","H",1,0,0,"(1,1.5]","EN",15,3,3,0.714285714285714,0.142857142857143,0.142857142857143,22,4,1,0,0.8,0.2,0,7,2,1,0.7,0.2,0.1
"2014-01-28","E0",2013,"Draw",1.92,3.47,4.16,"Arsenal","Southampton","A",0,1,0,"(1.5,2]","EN",16,3,3,0.727272727272727,0.136363636363636,0.136363636363636,23,5,0,0,1,0,0,8,1,2,0.727272727272727,0.0909090909090909,0.181818181818182
"2014-02-02","E0",2013,"Win",1.21,6.22,13.93,"Arsenal","Crystal Palace","H",1,0,0,"(1,1.5]","EN",16,4,3,0.695652173913043,0.173913043478261,0.130434782608696,24,4,1,0,0.8,0.2,0,8,2,1,0.727272727272727,0.181818181818182,0.0909090909090909
"2014-02-08","E0",2013,"Lost",3.35,3.46,2.15,"Arsenal","Liverpool","A",0,0,1,"(3,3.5]","EN",17,4,3,0.708333333333333,0.166666666666667,0.125,25,4,1,0,0.8,0.2,0,8,2,2,0.666666666666667,0.166666666666667,0.166666666666667
"2014-02-12","E0",2013,"Draw",2.11,3.37,3.54,"Arsenal","Man United","H",0,1,0,"(2,2.5]","EN",17,4,4,0.68,0.16,0.16,26,3,1,1,0.6,0.2,0.2,9,2,1,0.75,0.166666666666667,0.0833333333333333
"2014-02-22","E0",2013,"Win",1.31,5.15,10.42,"Arsenal","Sunderland","H",1,0,0,"(1,1.5]","EN",17,5,4,0.653846153846154,0.192307692307692,0.153846153846154,27,2,2,1,0.4,0.4,0.2,9,3,1,0.692307692307692,0.230769230769231,0.0769230769230769
"2014-03-01","E0",2013,"Lost",1.68,3.64,5.48,"Arsenal","Stoke","A",0,0,1,"(1.5,2]","EN",18,5,4,0.666666666666667,0.185185185185185,0.148148148148148,28,2,2,1,0.4,0.4,0.2,8,2,3,0.615384615384615,0.153846153846154,0.230769230769231
"2014-03-16","E0",2013,"Win",2.4,3.32,2.97,"Arsenal","Tottenham","A",1,0,0,"(2,2.5]","EN",18,5,5,0.642857142857143,0.178571428571429,0.178571428571429,29,2,1,2,0.4,0.2,0.4,8,2,4,0.571428571428571,0.142857142857143,0.285714285714286
"2014-03-22","E0",2013,"Lost",4.46,3.43,1.87,"Arsenal","Chelsea","A",0,0,1,"(4,5]","EN",19,5,5,0.655172413793103,0.172413793103448,0.172413793103448,30,2,1,2,0.4,0.2,0.4,9,2,4,0.6,0.133333333333333,0.266666666666667
"2014-03-25","E0",2013,"Draw",1.56,4.08,6.23,"Arsenal","Swansea","H",0,1,0,"(1.5,2]","EN",19,5,6,0.633333333333333,0.166666666666667,0.2,31,2,1,2,0.4,0.2,0.4,10,3,1,0.714285714285714,0.214285714285714,0.0714285714285714
"2014-03-29","E0",2013,"Draw",3.49,3.47,2.09,"Arsenal","Man City","H",0,1,0,"(3,3.5]","EN",19,6,6,0.612903225806452,0.193548387096774,0.193548387096774,32,2,1,2,0.4,0.2,0.4,10,4,1,0.666666666666667,0.266666666666667,0.0666666666666667
"2014-04-06","E0",2013,"Lost",2.89,3.36,2.45,"Arsenal","Everton","A",0,0,1,"(2.5,3]","EN",19,7,6,0.59375,0.21875,0.1875,33,1,2,2,0.2,0.4,0.4,9,2,5,0.5625,0.125,0.3125
"2014-04-15","E0",2013,"Win",1.41,4.65,8.08,"Arsenal","West Ham","H",1,0,0,"(1,1.5]","EN",19,7,7,0.575757575757576,0.212121212121212,0.212121212121212,34,1,2,2,0.2,0.4,0.4,10,5,1,0.625,0.3125,0.0625
"2014-04-20","E0",2013,"Win",1.79,3.53,4.6,"Arsenal","Hull","A",1,0,0,"(1.5,2]","EN",20,7,7,0.588235294117647,0.205882352941176,0.205882352941176,35,1,2,2,0.2,0.4,0.4,9,2,6,0.529411764705882,0.117647058823529,0.352941176470588
"2014-04-28","E0",2013,"Win",1.27,5.68,11.09,"Arsenal","Newcastle","H",1,0,0,"(1,1.5]","EN",21,7,7,0.6,0.2,0.2,36,2,2,1,0.4,0.4,0.2,11,5,1,0.647058823529412,0.294117647058824,0.0588235294117647
"2014-05-04","E0",2013,"Win",1.27,5.73,11,"Arsenal","West Brom","H",1,0,0,"(1,1.5]","EN",22,7,7,0.611111111111111,0.194444444444444,0.194444444444444,37,3,1,1,0.6,0.2,0.2,12,5,1,0.666666666666667,0.277777777777778,0.0555555555555556
"2014-05-11","E0",2013,"Win",1.84,3.6,4.31,"Arsenal","Norwich","A",1,0,0,"(1.5,2]","EN",23,7,7,0.621621621621622,0.189189189189189,0.189189189189189,38,4,0,1,0.8,0,0.2,10,2,6,0.555555555555556,0.111111111111111,0.333333333333333
"2014-08-16","E0",2014,"Win",1.25,5.96,12.43,"Arsenal","Crystal Palace","H",1,0,0,"(1,1.5]","EN",NA,NA,NA,0,0,0,1,5,0,0,1,0,0,NA,NA,NA,0,0,0
"2014-08-23","E0",2014,"Draw",2.65,3.3,2.71,"Arsenal","Everton","A",0,1,0,"(2.5,3]","EN",1,0,0,1,0,0,2,5,0,0,1,0,0,NA,NA,NA,0,0,0
"2014-08-31","E0",2014,"Draw",1.82,3.6,4.48,"Arsenal","Leicester","A",0,1,0,"(1.5,2]","EN",1,1,0,0.5,0.5,0,3,4,1,0,0.8,0.2,0,0,1,0,0,1,0
"2014-09-13","E0",2014,"Draw",2.93,3.35,2.43,"Arsenal","Man City","H",0,1,0,"(2.5,3]","EN",1,2,0,0.333333333333333,0.666666666666667,0,4,3,2,0,0.6,0.4,0,1,0,0,1,0,0
"2014-09-20","E0",2014,"Win",1.82,3.53,4.6,"Arsenal","Aston Villa","A",1,0,0,"(1.5,2]","EN",1,3,0,0.25,0.75,0,5,2,3,0,0.4,0.6,0,0,2,0,0,1,0
"2014-09-27","E0",2014,"Draw",1.77,3.72,4.65,"Arsenal","Tottenham","H",0,1,0,"(1.5,2]","EN",2,3,0,0.4,0.6,0,6,2,3,0,0.4,0.6,0,1,1,0,0.5,0.5,0
"2014-10-05","E0",2014,"Lost",5.4,3.83,1.66,"Arsenal","Chelsea","A",0,0,1,"(5,10]","EN",2,4,0,0.333333333333333,0.666666666666667,0,7,1,4,0,0.2,0.8,0,1,2,0,0.333333333333333,0.666666666666667,0
"2014-10-18","E0",2014,"Draw",1.41,4.67,8.03,"Arsenal","Hull","H",0,1,0,"(1,1.5]","EN",2,4,1,0.285714285714286,0.571428571428571,0.142857142857143,8,1,3,1,0.2,0.6,0.2,1,2,0,0.333333333333333,0.666666666666667,0
"2014-10-25","E0",2014,"Win",1.72,3.7,5.05,"Arsenal","Sunderland","A",1,0,0,"(1.5,2]","EN",2,5,1,0.25,0.625,0.125,9,1,3,1,0.2,0.6,0.2,1,2,1,0.25,0.5,0.25
"2014-11-01","E0",2014,"Win",1.27,5.81,11.61,"Arsenal","Burnley","H",1,0,0,"(1,1.5]","EN",3,5,1,0.333333333333333,0.555555555555556,0.111111111111111,10,2,2,1,0.4,0.4,0.2,1,3,0,0.25,0.75,0
"2014-11-09","E0",2014,"Lost",2.14,3.36,3.5,"Arsenal","Swansea","A",0,0,1,"(2,2.5]","EN",4,5,1,0.4,0.5,0.1,11,2,2,1,0.4,0.4,0.2,2,2,1,0.4,0.4,0.2
"2014-11-22","E0",2014,"Lost",2.15,3.46,3.4,"Arsenal","Man United","H",0,0,1,"(2,2.5]","EN",4,5,2,0.363636363636364,0.454545454545455,0.181818181818182,12,2,1,2,0.4,0.2,0.4,2,3,0,0.4,0.6,0
"2014-11-29","E0",2014,"Win",1.83,3.56,4.46,"Arsenal","West Brom","A",1,0,0,"(1.5,2]","EN",4,5,3,0.333333333333333,0.416666666666667,0.25,13,2,1,2,0.4,0.2,0.4,2,2,2,0.333333333333333,0.333333333333333,0.333333333333333
"2014-12-03","E0",2014,"Win",1.77,3.64,4.76,"Arsenal","Southampton","H",1,0,0,"(1.5,2]","EN",5,5,3,0.384615384615385,0.384615384615385,0.230769230769231,14,3,0,2,0.6,0,0.4,2,3,1,0.333333333333333,0.5,0.166666666666667
"2014-12-06","E0",2014,"Lost",1.97,3.45,3.97,"Arsenal","Stoke","A",0,0,1,"(1.5,2]","EN",6,5,3,0.428571428571429,0.357142857142857,0.214285714285714,15,3,0,2,0.6,0,0.4,3,2,2,0.428571428571429,0.285714285714286,0.285714285714286
"2014-12-13","E0",2014,"Win",1.43,4.56,7.62,"Arsenal","Newcastle","H",1,0,0,"(1,1.5]","EN",6,5,4,0.4,0.333333333333333,0.266666666666667,16,2,0,3,0.4,0,0.6,3,3,1,0.428571428571429,0.428571428571429,0.142857142857143
"2014-12-21","E0",2014,"Draw",2.53,3.43,2.77,"Arsenal","Liverpool","A",0,1,0,"(2.5,3]","EN",7,5,4,0.4375,0.3125,0.25,17,3,0,2,0.6,0,0.4,3,2,3,0.375,0.25,0.375
"2014-12-26","E0",2014,"Win",1.26,5.87,11.5,"Arsenal","QPR","H",1,0,0,"(1,1.5]","EN",7,6,4,0.411764705882353,0.352941176470588,0.235294117647059,18,3,1,1,0.6,0.2,0.2,4,3,1,0.5,0.375,0.125
"2014-12-28","E0",2014,"Win",2.12,3.47,3.41,"Arsenal","West Ham","A",1,0,0,"(2,2.5]","EN",8,6,4,0.444444444444444,0.333333333333333,0.222222222222222,19,3,1,1,0.6,0.2,0.2,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333
"2015-01-01","E0",2014,"Lost",2.52,3.29,2.87,"Arsenal","Southampton","A",0,0,1,"(2.5,3]","EN",9,6,4,0.473684210526316,0.315789473684211,0.210526315789474,20,3,1,1,0.6,0.2,0.2,4,3,3,0.4,0.3,0.3
"2015-01-11","E0",2014,"Win",1.46,4.37,7.37,"Arsenal","Stoke","H",1,0,0,"(1,1.5]","EN",9,6,5,0.45,0.3,0.25,21,3,1,1,0.6,0.2,0.2,5,3,1,0.555555555555556,0.333333333333333,0.111111111111111
"2015-01-18","E0",2014,"Win",4.38,3.82,1.79,"Arsenal","Man City","A",1,0,0,"(4,5]","EN",10,6,5,0.476190476190476,0.285714285714286,0.238095238095238,22,3,1,1,0.6,0.2,0.2,4,3,4,0.363636363636364,0.272727272727273,0.363636363636364
"2015-02-01","E0",2014,"Win",1.26,5.82,12.66,"Arsenal","Aston Villa","H",1,0,0,"(1,1.5]","EN",11,6,5,0.5,0.272727272727273,0.227272727272727,23,4,0,1,0.8,0,0.2,6,3,1,0.6,0.3,0.1
"2015-02-07","E0",2014,"Lost",2.26,3.45,3.15,"Arsenal","Tottenham","A",0,0,1,"(2,2.5]","EN",12,6,5,0.521739130434783,0.260869565217391,0.217391304347826,24,4,0,1,0.8,0,0.2,5,3,4,0.416666666666667,0.25,0.333333333333333
"2015-02-10","E0",2014,"Win",1.28,5.64,10.72,"Arsenal","Leicester","H",1,0,0,"(1,1.5]","EN",12,6,6,0.5,0.25,0.25,25,3,0,2,0.6,0,0.4,7,3,1,0.636363636363636,0.272727272727273,0.0909090909090909
"2015-02-21","E0",2014,"Win",1.8,3.59,4.64,"Arsenal","Crystal Palace","A",1,0,0,"(1.5,2]","EN",13,6,6,0.52,0.24,0.24,26,4,0,1,0.8,0,0.2,5,3,5,0.384615384615385,0.230769230769231,0.384615384615385
"2015-03-01","E0",2014,"Win",1.54,4.19,6.27,"Arsenal","Everton","H",1,0,0,"(1.5,2]","EN",14,6,6,0.538461538461538,0.230769230769231,0.230769230769231,27,4,0,1,0.8,0,0.2,8,3,1,0.666666666666667,0.25,0.0833333333333333
"2015-03-04","E0",2014,"Win",1.53,4.26,6.37,"Arsenal","QPR","A",1,0,0,"(1.5,2]","EN",15,6,6,0.555555555555556,0.222222222222222,0.222222222222222,28,4,0,1,0.8,0,0.2,6,3,5,0.428571428571429,0.214285714285714,0.357142857142857
"2015-03-14","E0",2014,"Win",1.38,4.92,8.2,"Arsenal","West Ham","H",1,0,0,"(1,1.5]","EN",16,6,6,0.571428571428571,0.214285714285714,0.214285714285714,29,4,0,1,0.8,0,0.2,9,3,1,0.692307692307692,0.230769230769231,0.0769230769230769
"2015-03-21","E0",2014,"Win",1.59,4.04,5.71,"Arsenal","Newcastle","A",1,0,0,"(1.5,2]","EN",17,6,6,0.586206896551724,0.206896551724138,0.206896551724138,30,5,0,0,1,0,0,7,3,5,0.466666666666667,0.2,0.333333333333333
"2015-04-04","E0",2014,"Win",1.83,3.68,4.35,"Arsenal","Liverpool","H",1,0,0,"(1.5,2]","EN",18,6,6,0.6,0.2,0.2,31,5,0,0,1,0,0,10,3,1,0.714285714285714,0.214285714285714,0.0714285714285714
"2015-04-11","E0",2014,"Win",1.55,4.13,6.21,"Arsenal","Burnley","A",1,0,0,"(1.5,2]","EN",19,6,6,0.612903225806452,0.193548387096774,0.193548387096774,32,5,0,0,1,0,0,8,3,5,0.5,0.1875,0.3125
"2015-04-26","E0",2014,"Draw",2.36,3.22,3.19,"Arsenal","Chelsea","H",0,1,0,"(2,2.5]","EN",20,6,6,0.625,0.1875,0.1875,33,5,0,0,1,0,0,11,3,1,0.733333333333333,0.2,0.0666666666666667
"2015-05-04","E0",2014,"Win",1.7,3.72,5.25,"Arsenal","Hull","A",1,0,0,"(1.5,2]","EN",20,7,6,0.606060606060606,0.212121212121212,0.181818181818182,34,4,1,0,0.8,0.2,0,9,3,5,0.529411764705882,0.176470588235294,0.294117647058824
"2015-05-11","E0",2014,"Lost",1.3,5.47,10.29,"Arsenal","Swansea","H",0,0,1,"(1,1.5]","EN",21,7,6,0.617647058823529,0.205882352941176,0.176470588235294,35,4,1,0,0.8,0.2,0,11,4,1,0.6875,0.25,0.0625
"2015-05-17","E0",2014,"Draw",2.95,3.37,2.41,"Arsenal","Man United","A",0,1,0,"(2.5,3]","EN",21,7,7,0.6,0.2,0.2,36,3,1,1,0.6,0.2,0.2,10,3,5,0.555555555555556,0.166666666666667,0.277777777777778
"2015-05-20","E0",2014,"Draw",1.29,5.5,10.83,"Arsenal","Sunderland","H",0,1,0,"(1,1.5]","EN",21,8,7,0.583333333333333,0.222222222222222,0.194444444444444,37,2,2,1,0.4,0.4,0.2,11,4,2,0.647058823529412,0.235294117647059,0.117647058823529
"2015-05-24","E0",2014,"Win",1.39,4.8,8.06,"Arsenal","West Brom","H",1,0,0,"(1,1.5]","EN",21,9,7,0.567567567567568,0.243243243243243,0.189189189189189,38,1,3,1,0.2,0.6,0.2,11,5,2,0.611111111111111,0.277777777777778,0.111111111111111
"2015-08-09","E0",2015,"Lost",1.29,5.53,10.75,"Arsenal","West Ham","H",0,0,1,"(1,1.5]","EN",NA,NA,NA,0,0,0,1,2,2,1,0.4,0.4,0.2,NA,NA,NA,0,0,0
"2015-08-16","E0",2015,"Win",1.71,3.78,5,"Arsenal","Crystal Palace","A",1,0,0,"(1.5,2]","EN",0,0,1,0,0,1,2,1,2,2,0.2,0.4,0.4,NA,NA,NA,0,0,0
"2015-08-24","E0",2015,"Draw",1.72,3.82,4.9,"Arsenal","Liverpool","H",0,1,0,"(1.5,2]","EN",1,0,1,0.5,0,0.5,3,2,2,1,0.4,0.4,0.2,0,0,1,0,0,1
"2015-08-29","E0",2015,"Win",1.61,3.99,5.7,"Arsenal","Newcastle","A",1,0,0,"(1.5,2]","EN",1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,4,2,2,1,0.4,0.4,0.2,1,0,0,1,0,0
"2015-09-12","E0",2015,"Win",1.27,5.71,11.27,"Arsenal","Stoke","H",1,0,0,"(1,1.5]","EN",2,1,1,0.5,0.25,0.25,5,3,1,1,0.6,0.2,0.2,0,1,1,0,0.5,0.5
"2015-09-19","E0",2015,"Lost",2.97,3.38,2.41,"Arsenal","Chelsea","A",0,0,1,"(2.5,3]","EN",3,1,1,0.6,0.2,0.2,6,3,1,1,0.6,0.2,0.2,2,0,0,1,0,0
"2015-09-26","E0",2015,"Win",1.82,3.81,4.26,"Arsenal","Leicester","A",1,0,0,"(1.5,2]","EN",3,1,2,0.5,0.166666666666667,0.333333333333333,7,3,1,1,0.6,0.2,0.2,2,0,1,0.666666666666667,0,0.333333333333333
"2015-10-04","E0",2015,"Win",2.01,3.59,3.69,"Arsenal","Man United","H",1,0,0,"(2,2.5]","EN",4,1,2,0.571428571428571,0.142857142857143,0.285714285714286,8,3,1,1,0.6,0.2,0.2,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333
