"","Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"31642",2014-09-27,"E0","Lost",7.84,5.08,1.38,"2014","West Ham",0,"(5,10]","EN"
"31643",2014-10-05,"E0","Win",1.9,3.48,4.23,"2014","West Ham",1,"(1.5,2]","EN"
"31644",2014-10-18,"E0","Win",2.63,3.29,2.75,"2014","West Ham",1,"(2.5,3]","EN"
"31645",2014-10-25,"E0","Win",6.07,4.34,1.53,"2014","West Ham",1,"(5,10]","EN"
"31646",2014-11-01,"E0","Draw",3.12,3.29,2.36,"2014","West Ham",0,"(3,3.5]","EN"
"31647",2014-11-08,"E0","Draw",1.72,3.64,5.19,"2014","West Ham",0,"(1.5,2]","EN"
"31648",2014-11-22,"E0","Lost",4.46,3.6,1.83,"2014","West Ham",0,"(4,5]","EN"
"31649",2014-11-29,"E0","Win",2.12,3.34,3.56,"2014","West Ham",1,"(2,2.5]","EN"
"31650",2014-12-02,"E0","Win",2.99,3.28,2.46,"2014","West Ham",1,"(2.5,3]","EN"
"31651",2014-12-07,"E0","Win",2.35,3.32,3.09,"2014","West Ham",1,"(2,2.5]","EN"
"31652",2014-12-13,"E0","Draw",2.52,3.29,2.87,"2014","West Ham",0,"(2.5,3]","EN"
"31653",2014-12-20,"E0","Win",1.7,3.82,5.05,"2014","West Ham",1,"(1.5,2]","EN"
"31654",2014-12-26,"E0","Lost",9.54,5.26,1.33,"2014","West Ham",0,"(5,10]","EN"
"31655",2014-12-28,"E0","Lost",3.41,3.47,2.12,"2014","West Ham",0,"(3,3.5]","EN"
"31656",2015-01-01,"E0","Draw",1.84,3.57,4.38,"2014","West Ham",0,"(1.5,2]","EN"
"31657",2015-01-10,"E0","Draw",3.32,3.34,2.22,"2014","West Ham",0,"(3,3.5]","EN"
"31658",2015-01-18,"E0","Win",1.74,3.56,5.13,"2014","West Ham",1,"(1.5,2]","EN"
"31659",2015-01-31,"E0","Lost",5.38,3.91,1.65,"2014","West Ham",0,"(5,10]","EN"
"31660",2015-02-08,"E0","Draw",3.94,3.51,1.96,"2014","West Ham",0,"(3.5,4]","EN"
"31661",2015-02-11,"E0","Draw",5.15,3.75,1.7,"2014","West Ham",0,"(5,10]","EN"
"31662",2015-02-22,"E0","Draw",4.51,3.75,1.78,"2014","West Ham",0,"(4,5]","EN"
"31663",2015-02-28,"E0","Lost",2.1,3.33,3.68,"2014","West Ham",0,"(2,2.5]","EN"
"31664",2015-03-04,"E0","Lost",5.8,3.96,1.6,"2014","West Ham",0,"(5,10]","EN"
"31665",2015-03-14,"E0","Lost",8.2,4.92,1.38,"2014","West Ham",0,"(5,10]","EN"
"31666",2015-03-21,"E0","Win",1.81,3.54,4.61,"2014","West Ham",1,"(1.5,2]","EN"
"31667",2015-04-04,"E0","Lost",3.11,3.38,2.32,"2014","West Ham",0,"(3,3.5]","EN"
"31668",2015-04-11,"E0","Draw",2.26,3.29,3.31,"2014","West Ham",0,"(2,2.5]","EN"
"31669",2015-04-19,"E0","Lost",11.88,6.05,1.25,"2014","West Ham",0,"(10,100]","EN"
"31670",2015-04-25,"E0","Draw",3.1,3.35,2.33,"2014","West Ham",0,"(3,3.5]","EN"
"31671",2015-05-02,"E0","Win",2.22,3.34,3.36,"2014","West Ham",1,"(2,2.5]","EN"
"31672",2015-05-09,"E0","Lost",4.13,3.53,1.9,"2014","West Ham",0,"(4,5]","EN"
"31673",2015-05-16,"E0","Lost",2.86,3.33,2.49,"2014","West Ham",0,"(2.5,3]","EN"
"31674",2015-05-24,"E0","Lost",4.42,3.84,1.77,"2014","West Ham",0,"(4,5]","EN"
"31675",2015-08-09,"E0","Win",10.75,5.53,1.29,"2015","West Ham",1,"(10,100]","EN"
"31676",2015-08-15,"E0","Lost",2.25,3.36,3.27,"2015","West Ham",0,"(2,2.5]","EN"
"31677",2015-08-22,"E0","Lost",2.34,3.35,3.09,"2015","West Ham",0,"(2,2.5]","EN"
"31678",2015-08-29,"E0","Win",9.06,4.99,1.36,"2015","West Ham",1,"(5,10]","EN"
"31679",2015-09-14,"E0","Win",2.19,3.41,3.33,"2015","West Ham",1,"(2,2.5]","EN"
"31680",2015-09-19,"E0","Win",11.33,6.08,1.26,"2015","West Ham",1,"(10,100]","EN"
"31681",2015-09-26,"E0","Draw",2.22,3.4,3.28,"2015","West Ham",0,"(2,2.5]","EN"
"31682",2015-10-03,"E0","Draw",2.37,3.34,3.05,"2015","West Ham",0,"(2,2.5]","EN"
"31683",2015-10-17,"E0","Win",3.8,3.54,1.98,"2015","West Ham",1,"(3.5,4]","EN"
"31684",2015-10-24,"E0","Win",3.81,3.61,1.97,"2015","West Ham",1,"(3.5,4]","EN"
"31685",2015-10-31,"E0","Lost",2.87,3.28,2.52,"2015","West Ham",0,"(2.5,3]","EN"
"31686",2015-11-07,"E0","Draw",2.53,3.4,2.78,"2015","West Ham",0,"(2.5,3]","EN"
"31687",2015-11-22,"E0","Lost",6.22,4.15,1.55,"2015","West Ham",0,"(5,10]","EN"
"31688",2015-11-29,"E0","Draw",2.05,3.33,3.83,"2015","West Ham",0,"(2,2.5]","EN"
"31689",2015-12-05,"E0","Draw",8.4,4.38,1.43,"2015","West Ham",0,"(5,10]","EN"
"31690",2015-12-12,"E0","Draw",2.55,3.19,2.89,"2015","West Ham",0,"(2.5,3]","EN"
"31691",2015-12-20,"E0","Draw",3.74,3.35,2.07,"2015","West Ham",0,"(3.5,4]","EN"
"31692",2015-12-26,"E0","Draw",2.83,3.15,2.63,"2015","West Ham",0,"(2.5,3]","EN"
"31693",2015-12-28,"E0","Win",3.44,3.26,2.22,"2015","West Ham",1,"(3,3.5]","EN"
"31694",2016-01-02,"E0","Win",3.86,3.42,2.01,"2015","West Ham",1,"(3.5,4]","EN"
"31695",2016-01-12,"E0","Win",3.9,3.51,1.98,"2015","West Ham",1,"(3.5,4]","EN"
"31696",2016-01-16,"E0","Lost",2.86,3.34,2.5,"2015","West Ham",0,"(2.5,3]","EN"
"31697",2016-01-23,"E0","Draw",4.98,3.87,1.7,"2015","West Ham",0,"(4,5]","EN"
"31698",2016-02-02,"E0","Win",1.88,3.46,4.42,"2015","West Ham",1,"(1.5,2]","EN"
"31699",2016-02-06,"E0","Lost",5.14,3.64,1.73,"2015","West Ham",0,"(5,10]","EN"
"31700",2016-02-13,"E0","Draw",3.02,3.33,2.41,"2015","West Ham",0,"(3,3.5]","EN"
"31701",2016-02-27,"E0","Win",1.84,3.58,4.39,"2015","West Ham",1,"(1.5,2]","EN"
"31702",2016-03-02,"E0","Win",3.89,3.47,1.99,"2015","West Ham",1,"(3.5,4]","EN"
"31703",2016-03-05,"E0","Win",4.93,3.91,1.7,"2015","West Ham",1,"(4,5]","EN"
"31704",2016-03-19,"E0","Draw",4.89,3.78,1.72,"2015","West Ham",0,"(4,5]","EN"
"31705",2016-04-02,"E0","Draw",1.95,3.51,4.01,"2015","West Ham",0,"(1.5,2]","EN"
"31706",2016-04-09,"E0","Draw",3.72,3.61,1.98,"2015","West Ham",0,"(3.5,4]","EN"
"31707",2016-04-17,"E0","Draw",4.08,3.57,1.91,"2015","West Ham",0,"(4,5]","EN"
"31708",2016-04-20,"E0","Win",1.54,4.16,6.3,"2015","West Ham",1,"(1.5,2]","EN"
"31709",2016-04-30,"E0","Win",2.04,3.38,3.82,"2015","West Ham",1,"(2,2.5]","EN"
"31710",2016-05-07,"E0","Lost",1.43,4.62,7.48,"2015","West Ham",0,"(1,1.5]","EN"
"31711",2016-05-10,"E0","Win",2.96,3.41,2.43,"2015","West Ham",1,"(2.5,3]","EN"
"31712",2016-05-15,"E0","Lost",2.1,3.59,3.37,"2015","West Ham",0,"(2,2.5]","EN"
"31713",2016-08-15,"E0","Lost",5.46,3.97,1.64,"2016","West Ham",0,"(5,10]","EN"
"31714",2016-08-21,"E0","Win",1.94,3.62,3.96,"2016","West Ham",1,"(1.5,2]","EN"
"31715",2016-08-28,"E0","Lost",10.65,5.75,1.28,"2016","West Ham",0,"(10,100]","EN"
"31716",2016-09-10,"E0","Lost",1.88,3.53,4.35,"2016","West Ham",0,"(1.5,2]","EN"
"31717",2016-09-17,"E0","Lost",2.76,3.17,2.73,"2016","West Ham",0,"(2.5,3]","EN"
"31718",2016-09-25,"E0","Lost",2.78,3.29,2.64,"2016","West Ham",0,"(2.5,3]","EN"
"31719",2016-10-01,"E0","Draw",2.21,3.31,3.5,"2016","West Ham",0,"(2,2.5]","EN"
"31720",2016-10-15,"E0","Win",3.61,3.45,2.1,"2016","West Ham",1,"(3.5,4]","EN"
"31721",2016-10-22,"E0","Win",1.68,3.94,5.24,"2016","West Ham",1,"(1.5,2]","EN"
"31722",2016-10-30,"E0","Lost",4.52,3.81,1.79,"2016","West Ham",0,"(4,5]","EN"
"31723",2016-11-05,"E0","Draw",2,3.52,3.87,"2016","West Ham",0,"(1.5,2]","EN"
"31724",2016-11-19,"E0","Lost",6.85,4.4,1.5,"2016","West Ham",0,"(5,10]","EN"
"31725",2016-11-27,"E0","Draw",7.07,4.48,1.48,"2016","West Ham",0,"(5,10]","EN"
"31726",2016-12-03,"E0","Lost",4.79,3.93,1.73,"2016","West Ham",0,"(4,5]","EN"
"31727",2016-12-11,"E0","Draw",10.37,5.9,1.29,"2016","West Ham",0,"(10,100]","EN"
"31728",2016-12-14,"E0","Win",1.64,3.97,5.52,"2016","West Ham",1,"(1.5,2]","EN"
"31729",2016-12-17,"E0","Win",1.65,3.93,5.61,"2016","West Ham",1,"(1.5,2]","EN"
"31730",2016-12-26,"E0","Win",2.75,3.34,2.63,"2016","West Ham",1,"(2.5,3]","EN"
"31731",2016-12-31,"E0","Lost",3.66,3.53,2.07,"2016","West Ham",0,"(3.5,4]","EN"
"31732",2017-01-02,"E0","Lost",5.56,3.95,1.64,"2016","West Ham",0,"(5,10]","EN"
"31733",2017-01-14,"E0","Win",2.38,3.33,3.13,"2016","West Ham",1,"(2,2.5]","EN"
"31734",2017-01-21,"E0","Win",3.17,3.16,2.45,"2016","West Ham",1,"(3,3.5]","EN"
"31735",2017-02-01,"E0","Lost",5.68,4.38,1.57,"2016","West Ham",0,"(5,10]","EN"
"31736",2017-02-04,"E0","Win",4.58,3.59,1.84,"2016","West Ham",1,"(4,5]","EN"
"31737",2017-02-11,"E0","Draw",2.22,3.26,3.52,"2016","West Ham",0,"(2,2.5]","EN"
"31738",2017-02-25,"E0","Draw",2.91,3.22,2.57,"2016","West Ham",0,"(2.5,3]","EN"
"31739",2017-03-06,"E0","Lost",5.74,4.02,1.62,"2016","West Ham",0,"(5,10]","EN"
"31740",2017-03-11,"E0","Lost",2.78,3.38,2.59,"2016","West Ham",0,"(2.5,3]","EN"
"31741",2017-03-18,"E0","Lost",2.3,3.39,3.2,"2016","West Ham",0,"(2,2.5]","EN"
"31742",2017-04-01,"E0","Lost",2.98,3.33,2.45,"2016","West Ham",0,"(2.5,3]","EN"
"31743",2017-04-05,"E0","Lost",7.7,5.11,1.39,"2016","West Ham",0,"(5,10]","EN"
"31744",2017-04-08,"E0","Win",2.09,3.47,3.61,"2016","West Ham",1,"(2,2.5]","EN"
"31745",2017-04-15,"E0","Draw",2.29,3.4,3.17,"2016","West Ham",0,"(2,2.5]","EN"
"31746",2017-04-22,"E0","Draw",3.23,3.51,2.22,"2016","West Ham",0,"(3,3.5]","EN"
"31747",2017-04-29,"E0","Draw",3.61,3.42,2.09,"2016","West Ham",0,"(3.5,4]","EN"
"31748",2017-05-05,"E0","Win",8.54,5.11,1.37,"2016","West Ham",1,"(5,10]","EN"
"31749",2017-05-14,"E0","Lost",5.26,3.94,1.67,"2016","West Ham",0,"(5,10]","EN"
"31750",2017-05-21,"E0","Win",3.02,3.4,2.38,"2016","West Ham",1,"(3,3.5]","EN"
"31751",2017-08-13,"E0","Lost",10.74,5.29,1.31,"2017","West Ham",0,"(10,100]","EN"
"31752",2017-08-19,"E0","Lost",4.96,3.74,1.73,"2017","West Ham",0,"(4,5]","EN"
"31753",2017-08-26,"E0","Lost",3.26,3.34,2.3,"2017","West Ham",0,"(3,3.5]","EN"
"31754",2017-09-11,"E0","Win",1.92,3.46,4.27,"2017","West Ham",1,"(1.5,2]","EN"
"31755",2017-09-16,"E0","Draw",3.29,3.22,2.33,"2017","West Ham",0,"(3,3.5]","EN"
"31756",2017-09-23,"E0","Lost",5.6,4.15,1.6,"2017","West Ham",0,"(5,10]","EN"
"31757",2017-09-30,"E0","Win",1.86,3.46,4.47,"2017","West Ham",1,"(1.5,2]","EN"
"31758",2017-10-14,"E0","Draw",2.78,3.18,2.67,"2017","West Ham",0,"(2.5,3]","EN"
"31759",2017-10-20,"E0","Lost",1.82,3.42,4.96,"2017","West Ham",0,"(1.5,2]","EN"
"31760",2017-10-28,"E0","Draw",3.2,3.27,2.34,"2017","West Ham",0,"(3,3.5]","EN"
"31761",2017-11-04,"E0","Lost",5.17,4.13,1.64,"2017","West Ham",0,"(5,10]","EN"
"31762",2017-11-19,"E0","Lost",3.61,3.42,2.1,"2017","West Ham",0,"(3.5,4]","EN"
"31763",2017-11-24,"E0","Draw",2.71,3.29,2.7,"2017","West Ham",0,"(2.5,3]","EN"
"31764",2017-11-29,"E0","Lost",3.25,3.27,2.31,"2017","West Ham",0,"(3,3.5]","EN"
"31765",2017-12-03,"E0","Lost",22.34,10.73,1.1,"2017","West Ham",0,"(10,100]","EN"
"31766",2017-12-09,"E0","Win",6.98,4.4,1.49,"2017","West Ham",1,"(5,10]","EN"
"31767",2017-12-13,"E0","Draw",5.26,4.15,1.64,"2017","West Ham",0,"(5,10]","EN"
"31768",2017-12-16,"E0","Win",3.38,3.28,2.26,"2017","West Ham",1,"(3,3.5]","EN"
"31769",2017-12-23,"E0","Lost",2.11,3.31,3.73,"2017","West Ham",0,"(2,2.5]","EN"
"31770",2017-12-26,"E0","Draw",2.7,3.23,2.74,"2017","West Ham",0,"(2.5,3]","EN"
"31771",2018-01-02,"E0","Win",1.94,3.33,4.24,"2017","West Ham",1,"(1.5,2]","EN"
"31772",2018-01-04,"E0","Draw",10.66,5.86,1.28,"2017","West Ham",0,"(10,100]","EN"
"31773",2018-01-13,"E0","Win",2.96,3.05,2.64,"2017","West Ham",1,"(2.5,3]","EN"
"31774",2018-01-20,"E0","Draw",2.01,3.55,3.76,"2017","West Ham",0,"(2,2.5]","EN"
"31775",2018-01-30,"E0","Draw",2.99,3.23,2.51,"2017","West Ham",0,"(2.5,3]","EN"
"31776",2018-02-03,"E0","Lost",3.53,3.02,2.32,"2017","West Ham",0,"(3.5,4]","EN"
"31777",2018-02-10,"E0","Win",2.48,3.28,2.93,"2017","West Ham",1,"(2,2.5]","EN"
"31778",2018-02-24,"E0","Lost",12.67,6.71,1.23,"2017","West Ham",0,"(10,100]","EN"
"31779",2018-03-03,"E0","Lost",2.98,3.17,2.55,"2017","West Ham",0,"(2.5,3]","EN"
"31780",2018-03-10,"E0","Lost",2.27,3.15,3.51,"2017","West Ham",0,"(2,2.5]","EN"
"31781",2018-03-31,"E0","Win",2.85,3.19,2.62,"2017","West Ham",1,"(2.5,3]","EN"
"31782",2018-04-08,"E0","Draw",11.34,5.83,1.27,"2017","West Ham",0,"(10,100]","EN"
"31783",2018-04-16,"E0","Draw",2,3.41,3.91,"2017","West Ham",0,"(1.5,2]","EN"
"31784",2018-04-22,"E0","Lost",5.87,4.49,1.54,"2017","West Ham",0,"(5,10]","EN"
"31785",2018-04-29,"E0","Lost",9.79,5.44,1.32,"2017","West Ham",0,"(5,10]","EN"
"31786",2018-05-05,"E0","Win",3.3,3.39,2.23,"2017","West Ham",1,"(3,3.5]","EN"
"31787",2018-05-10,"E0","Draw",4.46,3.74,1.8,"2017","West Ham",0,"(4,5]","EN"
"31788",2018-05-13,"E0","Win",2.37,3.39,3.04,"2017","West Ham",1,"(2,2.5]","EN"
"31789",2018-08-12,"E0","Lost",12.3,6.22,1.25,"2018","West Ham",0,"(10,100]","EN"
"31790",2018-08-18,"E0","Lost",2.08,3.53,3.56,"2018","West Ham",0,"(2,2.5]","EN"
"31791",2018-08-25,"E0","Lost",8.1,5.32,1.37,"2018","West Ham",0,"(5,10]","EN"
"31792",2018-09-01,"E0","Lost",2.51,3.37,2.86,"2018","West Ham",0,"(2.5,3]","EN"
"31793",2018-09-16,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31794",2018-09-23,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31795",2018-09-29,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31796",2018-10-05,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31797",2018-10-20,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31798",2018-10-27,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31799",2018-11-03,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31800",2018-11-10,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31801",2018-11-24,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31802",2018-12-01,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31803",2018-12-04,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31804",2018-12-07,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31805",2018-12-14,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31806",2018-12-21,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31807",2018-12-25,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31808",2018-12-28,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31809",2018-12-31,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31810",2019-01-11,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31811",2019-01-18,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31812",2019-01-28,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31813",2019-02-01,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31814",2019-02-08,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31815",2019-02-22,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31816",2019-02-26,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31817",2019-03-01,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31818",2019-03-08,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31819",2019-03-15,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31820",2019-03-29,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31821",2019-04-05,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31822",2019-04-12,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31823",2019-04-19,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31824",2019-04-26,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31825",2019-05-03,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31826",2019-05-11,"E0",NA,NA,NA,NA,"2018","West Ham",NA,NA,"EN"
"31827",2010-08-14,"E0","Lost",1.82,3.45,4.5,"2010","Wigan",0,"(1.5,2]","EN"
"31828",2010-08-21,"E0","Lost",13.11,5.55,1.24,"2010","Wigan",0,"(10,100]","EN"
"31829",2010-08-28,"E0","Win",12.39,5.65,1.24,"2010","Wigan",1,"(10,100]","EN"
"31830",2010-09-11,"E0","Draw",2.46,3.25,2.87,"2010","Wigan",0,"(2,2.5]","EN"
"31831",2010-09-19,"E0","Lost",4.89,3.53,1.74,"2010","Wigan",0,"(4,5]","EN"
"31832",2010-09-25,"E0","Draw",4.59,3.43,1.81,"2010","Wigan",0,"(4,5]","EN"
"31833",2010-10-02,"E0","Win",2.27,3.24,3.18,"2010","Wigan",1,"(2,2.5]","EN"
"31834",2010-10-16,"E0","Draw",4.46,3.44,1.82,"2010","Wigan",0,"(4,5]","EN"
"31835",2010-10-23,"E0","Draw",2.4,3.23,2.96,"2010","Wigan",0,"(2,2.5]","EN"
"31836",2010-10-30,"E0","Lost",4.32,3.38,1.87,"2010","Wigan",0,"(4,5]","EN"
"31837",2010-11-06,"E0","Lost",4.57,3.53,1.79,"2010","Wigan",0,"(4,5]","EN"
"31838",2010-11-10,"E0","Draw",4.62,3.58,1.76,"2010","Wigan",0,"(4,5]","EN"
"31839",2010-11-13,"E0","Win",2.46,3.26,2.87,"2010","Wigan",1,"(2,2.5]","EN"
"31840",2010-11-20,"E0","Lost",14.5,6.09,1.21,"2010","Wigan",0,"(10,100]","EN"
"31841",2010-11-27,"E0","Lost",3.79,3.35,2.01,"2010","Wigan",0,"(3.5,4]","EN"
"31842",2010-12-04,"E0","Draw",2.7,3.2,2.64,"2010","Wigan",0,"(2.5,3]","EN"
"31843",2010-12-11,"E0","Draw",8.2,4.21,1.43,"2010","Wigan",0,"(5,10]","EN"
"31844",2010-12-26,"E0","Win",3.62,3.26,2.09,"2010","Wigan",1,"(3.5,4]","EN"
"31845",2010-12-29,"E0","Draw",6.87,4.04,1.5,"2010","Wigan",0,"(5,10]","EN"
"31846",2011-01-02,"E0","Lost",2.45,3.24,2.9,"2010","Wigan",0,"(2,2.5]","EN"
"31847",2011-01-05,"E0","Draw",5.21,3.55,1.7,"2010","Wigan",0,"(5,10]","EN"
"31848",2011-01-15,"E0","Draw",2.55,3.19,2.84,"2010","Wigan",0,"(2.5,3]","EN"
"31849",2011-01-22,"E0","Lost",14.19,6.37,1.2,"2010","Wigan",0,"(10,100]","EN"
"31850",2011-01-25,"E0","Lost",3.23,3.26,2.24,"2010","Wigan",0,"(3,3.5]","EN"
"31851",2011-02-01,"E0","Draw",5.13,3.58,1.71,"2010","Wigan",0,"(5,10]","EN"
"31852",2011-02-05,"E0","Win",2.49,3.21,2.85,"2010","Wigan",1,"(2,2.5]","EN"
"31853",2011-02-12,"E0","Draw",9.43,4.56,1.36,"2010","Wigan",0,"(5,10]","EN"
"31854",2011-02-26,"E0","Lost",6.46,3.85,1.55,"2010","Wigan",0,"(5,10]","EN"
"31855",2011-03-05,"E0","Lost",9.32,4.51,1.37,"2010","Wigan",0,"(5,10]","EN"
"31856",2011-03-19,"E0","Win",2.16,3.25,3.47,"2010","Wigan",1,"(2,2.5]","EN"
"31857",2011-04-02,"E0","Draw",3.08,3.27,2.35,"2010","Wigan",0,"(3,3.5]","EN"
"31858",2011-04-09,"E0","Lost",14.89,6.14,1.21,"2010","Wigan",0,"(10,100]","EN"
"31859",2011-04-16,"E0","Win",2.98,3.37,2.34,"2010","Wigan",1,"(2.5,3]","EN"
"31860",2011-04-23,"E0","Lost",3.66,3.27,2.09,"2010","Wigan",0,"(3.5,4]","EN"
"31861",2011-04-30,"E0","Draw",2.8,3.26,2.53,"2010","Wigan",0,"(2.5,3]","EN"
"31862",2011-05-07,"E0","Draw",4.52,3.55,1.8,"2010","Wigan",0,"(4,5]","EN"
"31863",2011-05-15,"E0","Win",2.15,3.39,3.38,"2010","Wigan",1,"(2,2.5]","EN"
"31864",2011-05-22,"E0","Win",2.45,3.42,2.76,"2010","Wigan",1,"(2,2.5]","EN"
"31865",2011-08-13,"E0","Draw",2.1,3.31,3.55,"2011","Wigan",0,"(2,2.5]","EN"
"31866",2011-08-20,"E0","Draw",3.51,3.27,2.14,"2011","Wigan",0,"(3.5,4]","EN"
"31867",2011-08-27,"E0","Win",2.28,3.25,3.15,"2011","Wigan",1,"(2,2.5]","EN"
"31868",2011-09-10,"E0","Lost",16.27,6.88,1.17,"2011","Wigan",0,"(10,100]","EN"
"31869",2011-09-17,"E0","Lost",6.94,3.84,1.52,"2011","Wigan",0,"(5,10]","EN"
"31870",2011-09-24,"E0","Lost",3.97,3.43,1.93,"2011","Wigan",0,"(3.5,4]","EN"
"31871",2011-10-01,"E0","Lost",5.79,3.71,1.62,"2011","Wigan",0,"(5,10]","EN"
"31872",2011-10-15,"E0","Lost",2.29,3.28,3.12,"2011","Wigan",0,"(2,2.5]","EN"
"31873",2011-10-22,"E0","Lost",6.09,3.75,1.58,"2011","Wigan",0,"(5,10]","EN"
"31874",2011-10-29,"E0","Lost",2.91,3.23,2.46,"2011","Wigan",0,"(2.5,3]","EN"
"31875",2011-11-06,"E0","Lost",4.2,3.38,1.9,"2011","Wigan",0,"(4,5]","EN"
"31876",2011-11-19,"E0","Draw",2.47,3.27,2.84,"2011","Wigan",0,"(2,2.5]","EN"
"31877",2011-11-26,"E0","Win",5.29,3.57,1.68,"2011","Wigan",1,"(5,10]","EN"
"31878",2011-12-03,"E0","Lost",6.05,3.93,1.56,"2011","Wigan",0,"(5,10]","EN"
"31879",2011-12-10,"E0","Win",5.45,3.65,1.66,"2011","Wigan",1,"(5,10]","EN"
"31880",2011-12-17,"E0","Draw",8.73,4.57,1.38,"2011","Wigan",0,"(5,10]","EN"
"31881",2011-12-21,"E0","Draw",6.96,3.9,1.51,"2011","Wigan",0,"(5,10]","EN"
"31882",2011-12-26,"E0","Lost",18.27,7.24,1.16,"2011","Wigan",0,"(10,100]","EN"
"31883",2011-12-31,"E0","Draw",5.21,3.64,1.68,"2011","Wigan",0,"(5,10]","EN"
"31884",2012-01-03,"E0","Lost",2.63,3.23,2.73,"2011","Wigan",0,"(2.5,3]","EN"
"31885",2012-01-16,"E0","Lost",8.59,4.39,1.4,"2011","Wigan",0,"(5,10]","EN"
"31886",2012-01-21,"E0","Lost",3.73,3.3,2.04,"2011","Wigan",0,"(3.5,4]","EN"
"31887",2012-01-31,"E0","Lost",14.22,6.12,1.22,"2011","Wigan",0,"(10,100]","EN"
"31888",2012-02-04,"E0","Draw",3.45,3.28,2.13,"2011","Wigan",0,"(3,3.5]","EN"
"31889",2012-02-11,"E0","Win",3.71,3.43,2,"2011","Wigan",1,"(3.5,4]","EN"
"31890",2012-02-25,"E0","Draw",2.74,3.25,2.57,"2011","Wigan",0,"(2.5,3]","EN"
"31891",2012-03-03,"E0","Lost",2.44,3.25,2.89,"2011","Wigan",0,"(2,2.5]","EN"
"31892",2012-03-11,"E0","Draw",4.25,3.47,1.84,"2011","Wigan",0,"(4,5]","EN"
"31893",2012-03-17,"E0","Draw",2.75,3.28,2.55,"2011","Wigan",0,"(2.5,3]","EN"
"31894",2012-03-24,"E0","Win",11.29,5.16,1.29,"2011","Wigan",1,"(10,100]","EN"
"31895",2012-03-31,"E0","Win",2.6,3.22,2.74,"2011","Wigan",1,"(2.5,3]","EN"
"31896",2012-04-07,"E0","Lost",11.57,5.42,1.27,"2011","Wigan",0,"(10,100]","EN"
"31897",2012-04-11,"E0","Win",8.85,4.7,1.36,"2011","Wigan",1,"(5,10]","EN"
"31898",2012-04-16,"E0","Win",11.32,5.62,1.26,"2011","Wigan",1,"(10,100]","EN"
"31899",2012-04-21,"E0","Lost",4.2,3.49,1.87,"2011","Wigan",0,"(4,5]","EN"
"31900",2012-04-28,"E0","Win",2.78,3.33,2.49,"2011","Wigan",1,"(2.5,3]","EN"
"31901",2012-05-07,"E0","Win",2.79,3.35,2.44,"2011","Wigan",1,"(2.5,3]","EN"
"31902",2012-05-13,"E0","Win",1.57,3.95,5.8,"2011","Wigan",1,"(1.5,2]","EN"
"31903",2012-08-19,"E0","Lost",6.09,3.84,1.58,"2012","Wigan",0,"(5,10]","EN"
"31904",2012-08-25,"E0","Win",3.46,3.36,2.12,"2012","Wigan",1,"(3,3.5]","EN"
